Sentence #	Word	NPOS	Tag	
	get	VBP	O
	brain	NN	B-ADR
	zaps	NNS	I-ADR
	0	0	O
Sentence: 63	@burberrywife	NN	O
	sometimes	VBZ	O
	it	PRP	O
	never	RB	O
	ends	VBZ	O
	.	.	O
	so	RB	O
	sorry	JJ	O
	.	.	O
	topomax	NN	O
	is	VBZ	O
	miserable	JJ	O
	with	IN	O
	parasthesia	NN	B-ADR
	,	,	O
	cognitive	JJ	B-ADR
	problems	NNS	I-ADR
	,	,	O
	kidney	NN	B-ADR
	stones	NNS	I-ADR
	.	.	O
	lamictal's	NN	O
	good	JJ	O
	0	0	O
Sentence: 64	@burberrywife	NN	O
	lamictal	NN	O
	has	VBZ	O
	a	DT	O
	black	JJ	O
	box	NN	O
	warning	VBG	O
	for	IN	O
	rash	NN	O
	?	.	O
	and	CC	O
	they	PRP	O
	titrate	VBP	O
	you	PRP	O
	slowly	RB	O
	.	.	O
	no	DT	O
	side	NN	O
	effects	NNS	O
	at	IN	O
	all	DT	O
	for	IN	O
	me	PRP	O
	.	.	O
	bad	JJ	O
	migraine	NN	B-ADR
	today	NN	O
	.	.	O
	0	0	O
Sentence: 65	i	NNS	O
	need	VBP	O
	help	NN	O
	twitter	NN	O
	.	.	O
	i	NN	O
	was	VBD	O
	gradually	RB	O
	coming	VBG	O
	off	RP	O
	venlafaxine	NN	O
	and	CC	O
	now	RB	O
	i'm	VB	O
	completely	RB	O
	off	IN	O
	it	PRP	O
	i've	VBZ	O
	been	VBN	O
	going	VBG	B-ADR
	though	IN	I-ADR
	hell	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 66	today	NN	O
	was	VBD	O
	hard	JJ	O
	-	:	O
	arguing	VBG	O
	with	IN	O
	a	DT	O
	professional	JJ	O
	.	.	O
	was	VBD	O
	told	VBN	O
	seroquel	NN	O
	doesn�t	NNS	O
	make	VBP	O
	you	PRP	O
	put	VB	B-ADR
	on	IN	I-ADR
	weight	NN	I-ADR
	-	:	O
	i	NN	O
	and	CC	O
	my	PRP$	O
	extra	JJ	B-ADR
	20kg	CD	I-ADR
	beg	NN	O
	to	TO	O
	differ	VB	O
	.	.	O
	0	0	O
Sentence: 67	@mondaysmomma	NN	O
	it's	NN	O
	ok	NN	O
	,	,	O
	i	JJ	O
	guess	NN	O
	it's	NN	O
	just	RB	O
	a	DT	O
	case	NN	O
	of	IN	O
	trial	NN	O
	and	CC	O
	error	NN	O
	with	IN	O
	antidepressants	NNS	O
	.	.	O
	coming	VBG	B-ADR
	off	RP	I-ADR
	venlafaxine	NN	I-ADR
	has	VBZ	O
	been	VBN	O
	so	RB	O
	nasty	JJ	O
	:	:	O
	(	(	O
	0	0	O
Sentence: 68	@gusgreeper	IN	O
	i	JJ	O
	can't	NNS	O
	believe	VBP	O
	how	WRB	O
	long	JJ	O
	it	PRP	O
	takes	VBZ	O
	to	TO	O
	be	VB	O
	symptom	JJ	B-ADR
	free	JJ	I-ADR
	from	IN	O
	this	DT	O
	shit	NN	O
	#paxil	NN	O
	0	0	O
Sentence: 69	seroquel	NN	O
	aka	NNS	O
	wake	VBP	B-ADR
	up	RB	I-ADR
	at	IN	I-ADR
	2	CD	I-ADR
	:	:	I-ADR
	30	CD	I-ADR
	and	CC	O
	waste	NN	O
	half	DT	B-ADR
	your	PRP$	I-ADR
	day	NN	I-ADR
	sleeping	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 70	took	VBD	O
	25	CD	O
	pills	NNS	O
	of	IN	O
	lamictal	JJ	O
	cause	NN	O
	that	IN	O
	shit	NN	O
	will	MD	O
	fuck	VB	O
	you	PRP	O
	up	RP	O
	.	.	O
	yo	VB	O
	eyes	NNS	B-ADR
	are	VBP	I-ADR
	outta	JJ	I-ADR
	focus	NN	I-ADR
	and	CC	O
	you	PRP	O
	can't	VBP	B-ADR
	walk	VB	I-ADR
	straight	JJ	I-ADR
	but	CC	O
	your	PRP$	O
	happy	JJ	O
	as	IN	O
	hell	NN	O
	.	.	O
	0	0	O
Sentence: 71	@halfabear	JJ	O
	i	NN	O
	had	VBD	O
	a	DT	O
	year	NN	O
	on	IN	O
	prozac	NN	O
	which	WDT	O
	ruined	VBD	B-ADR
	my	PRP$	I-ADR
	creativity	NN	I-ADR
	too	RB	O
	-	:	O
	my	PRP$	O
	memory	NN	B-ADR
	now	RB	I-ADR
	is	VBZ	I-ADR
	awful	JJ	I-ADR
	-	:	O
	pregabalin	NN	O
	does	VBZ	O
	it	PRP	O
	but	CC	O
	it's	JJ	O
	worth	NN	O
	it	PRP	O
	!	.	O
	!	.	O
	!	.	O
	0	0	O
Sentence: 72	i	JJ	O
	hate	VBP	O
	#zoloft	JJ	O
	because	IN	O
	it	PRP	O
	makes	VBZ	O
	me	PRP	O
	crazy	JJ	O
	revved	VBD	B-ADR
	up	RP	I-ADR
	but	CC	O
	i	NNS	O
	also	RB	O
	hate	VBP	O
	#lamictal	JJ	O
	because	IN	O
	it	PRP	O
	gives	VBZ	O
	me	PRP	O
	"	JJ	O
	"	NNP	O
	stupid	JJ	B-ADR
	head	NN	I-ADR
	"	NNP	O
	"	NNP	O
	.	.	O
	ah	NN	O
	,	,	O
	bipolar	JJ	O
	i	NN	O
	disorder	NN	O
	?	.	O
	0	0	O
Sentence: 73	@lk_gillan	NN	O
	i	NN	O
	started	VBD	O
	out	RP	O
	with	IN	O
	lyrica	NN	O
	but	CC	O
	i	NN	O
	could	MD	O
	no	RB	O
	longer	RB	O
	afford	VB	O
	it	PRP	O
	&	CC	O
	it	PRP	O
	made	VBD	O
	me	PRP	O
	bloated	JJ	B-ADR
	.	.	O
	tried	VBN	O
	cymbalta	NN	O
	&	CC	O
	my	PRP$	O
	heart	NN	B-ADR
	was	VBD	I-ADR
	beating	VBG	I-ADR
	wicked	VBD	I-ADR
	fast	JJ	I-ADR
	0	0	O
Sentence: 74	i	NN	O
	am	VBP	O
	so	RB	O
	tired	JJ	B-ADR
	right	NN	O
	now	RB	O
	.	.	O
	like	IN	O
	i	JJ	O
	feel	VBP	O
	like	IN	O
	i	NNS	O
	used	VBN	O
	to	TO	O
	when	WRB	O
	i	NN	O
	used	VBD	O
	to	TO	O
	take	VB	O
	seroquel	NN	O
	and	CC	O
	lithium	NN	O
	.	.	O
	i	NN	O
	haven't	VBP	O
	been	VBN	O
	this	DT	O
	tired	VBN	O
	naturally	RB	O
	ever	RB	O
	0	0	O
Sentence: 75	i	NN	O
	eat	VBP	O
	my	PRP$	O
	trazodone	NN	O
	and	CC	O
	go	VB	O
	to	TO	O
	bed;	VB	O
	wake	VB	O
	up	RP	O
	in	IN	O
	the	DT	O
	morning	NN	O
	with	IN	O
	holes	NNS	B-ADR
	in	IN	I-ADR
	my	PRP$	I-ADR
	head	NN	I-ADR
	0	0	O
Sentence: 76	@bayerusnews	NNS	O
	sure	JJ	O
	is	VBZ	O
	!	.	O
	i	JJ	O
	no	RB	O
	longer	RB	O
	even	RB	O
	own	VB	O
	a	DT	O
	car	NN	O
	after	IN	O
	being	VBG	O
	crippled	VBN	B-ADR
	by	IN	O
	cipro	JJ	O
	(a	NNP	O
	bayer	NN	O
	product	NN	O
	!	.	O
	)	)	O
	.	.	O
	who	WP	O
	needs	VBZ	O
	a	DT	O
	car	NN	O
	when	WRB	O
	you	PRP	O
	can't	VBP	B-ADR
	walk	VB	I-ADR
	!	.	O
	?	.	O
	0	0	O
Sentence: 77	@tete_floue	NN	O
	yeah	NN	O
	,	,	O
	i	VBP	O
	couldn't	VBP	O
	function	NN	O
	without	IN	O
	sleep	NN	O
	so	RB	O
	i	JJ	O
	understand	VBP	O
	.	.	O
	with	IN	O
	fluoxetine	NN	O
	,	,	O
	im	VBZ	O
	not	RB	B-ADR
	sleeping	VBG	I-ADR
	as	RB	O
	well	RB	O
	,	,	O
	but	CC	O
	still	RB	O
	sleeping	VBG	O
	x	NN	O
	0	0	O
Sentence: 78	@fergaroo	JJ	O
	thanks	NNS	O
	:	:	O
	)	)	O
	i	VBP	O
	so	RB	O
	wanted	JJ	O
	venlafaxine	NN	O
	to	TO	O
	work	VB	O
	cos	NN	O
	at	IN	O
	least	JJS	O
	it	PRP	O
	didn�t	JJ	O
	increase	VB	B-ADR
	my	PRP$	I-ADR
	appetite	JJ	I-ADR
	like	IN	O
	citalopram	NN	O
	did	VBD	O
	.	.	O
	0	0	O
Sentence: 79	time	NN	O
	for	IN	O
	my	PRP$	O
	daily	JJ	O
	afternoon	NN	O
	relaxation	NN	O
	ritual	NN	O
	of	IN	O
	smoking	VBG	O
	weed	NN	O
	,	,	O
	taking	VBG	O
	2	CD	O
	mgs	NN	O
	of	IN	O
	clonazepam	NN	O
	,	,	O
	and	CC	O
	400	CD	O
	mg	NN	O
	of	IN	O
	seroquel	NN	O
	xr	NN	O
	.	.	O
	0	0	O
Sentence: 80	@weswroten	JJ	O
	@bullfrogr	NNP	O
	wow	NN	O
	paxil	NN	O
	sent	VBD	O
	me	PRP	O
	into	IN	O
	a	DT	O
	huge	JJ	O
	hypo	NN	B-ADR
	manic	NN	I-ADR
	mixed	JJ	I-ADR
	episode	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 81	@lucilleparr	NN	O
	i	NNS	O
	take	VBP	O
	quetiapine	NN	O
	and	CC	O
	it's	NN	O
	supposed	VBN	O
	to	TO	O
	just	RB	O
	relax	VB	O
	me	PRP	O
	i	JJ	O
	end	VBP	O
	up	RP	O
	falling	VBG	B-ADR
	asleep	RB	I-ADR
	within	IN	O
	2	CD	O
	hours	NNS	O
	.	.	O
	my	PRP$	O
	brain's	NN	B-ADR
	always	RB	I-ADR
	scattered	VBD	I-ADR
	haha	NN	O
	0	0	O
Sentence: 82	i	NN	O
	do	VBP	O
	wonder	JJR	O
	of	IN	O
	that	DT	O
	achille's	NN	B-ADR
	will	MD	O
	ever	RB	O
	recover	VB	O
	fully	RB	O
	from	IN	O
	the	DT	O
	cipro	NN	O
	.	.	O
	0	0	O
Sentence: 83	i	JJ	O
	feel	VBP	O
	like	IN	O
	a	DT	O
	drug	NN	O
	addict	NN	O
	taking	VBG	O
	seroquel	JJ	O
	every	DT	O
	night.	NN	O
	.	.	O
	but	CC	O
	oh	RB	O
	well	RB	O
	,	,	O
	great	JJ	O
	sleep	JJ	O
	beats	NNS	O
	no	DT	O
	sleep	NN	O
	.	.	O
	except	IN	O
	the	DT	O
	shitty	JJ	B-ADR
	feeling	NN	I-ADR
	when	WRB	I-ADR
	you	PRP	I-ADR
	wake	VBP	I-ADR
	up	RP	I-ADR
	0	0	O
Sentence: 84	@ciproispoison	NN	O
	i'm	NN	O
	in	IN	O
	so	RB	O
	much	JJ	O
	pain	NN	B-ADR
	now..	NN	O
	.	.	O
	tendonitis	NN	B-ADR
	,	,	O
	headaches	NNS	B-ADR
	,	,	O
	cognitive	JJ	B-ADR
	issues..	NN	I-ADR
	.	.	O
	i	JJ	O
	feel	NN	O
	violated	VBD	O
	.	.	O
	#cipro	VB	O
	0	0	O
Sentence: 85	@iamcarrieeeeee	NNS	O
	coming	VBG	O
	off	RP	O
	the	DT	O
	lamotrigine	NN	O
	.	.	O
	it's	NN	O
	not	RB	O
	acceptable	JJ	O
	to	TO	O
	be	VB	O
	in	IN	O
	pain	NN	B-ADR
	most	JJS	O
	of	IN	O
	the	DT	O
	time	NN	O
	.	.	O
	struggled	VBN	B-ADR
	to	TO	I-ADR
	get	VB	I-ADR
	out	IN	I-ADR
	of	IN	I-ADR
	the	DT	I-ADR
	bath	NN	I-ADR
	on	IN	O
	sat	NN	O
	0	0	O
Sentence: 86	the	DT	O
	drugs	NNS	O
	don't	VBP	O
	work	NN	O
	!	.	O
	!	.	O
	!	.	O
	from	IN	O
	fit	NN	O
	to	TO	O
	hobbling	VBG	B-ADR
	in	IN	O
	a	DT	O
	few	JJ	O
	days	NNS	O
	.	.	O
	off	IN	O
	the	DT	O
	pills	NNS	O
	but	CC	O
	may	MD	O
	need	VB	O
	wks	NNS	O
	to	TO	O
	recover	VB	O
	&	CC	O
	be	VB	O
	prone	NN	O
	to	TO	O
	ruptures	NNS	B-ADR
	#ciprofloxacin	VB	O
	0	0	O
Sentence: 87	questionable	JJ	O
	x-ray	JJ	O
	result	NN	O
	.	.	O
	nothing	NN	O
	a	DT	O
	little	JJ	O
	levaquin	NN	O
	won't	NN	O
	help	NN	O
	.	.	O
	oh	VB	O
	yeah	NN	O
	and	CC	O
	the	DT	O
	cough	NN	O
	meds	NNS	O
	with	IN	O
	codeine	NN	O
	.	.	O
	0	0	O
Sentence: 88	@noeleen3talk	VB	O
	my	PRP$	O
	mom	NN	O
	is	VBZ	O
	aged	VBN	O
	72	CD	O
	.	.	O
	she	PRP	O
	changed	VBD	O
	anti-depressants	NNS	O
	from	IN	O
	aspen	JJ	O
	trazodone	NN	O
	to	TO	O
	zoloft	VB	O
	.	.	O
	she	PRP	O
	has	VBZ	O
	itchy	VBN	B-ADR
	scalp	NN	I-ADR
	&	CC	O
	hairloss	NN	B-ADR
	.	.	O
	could	MD	O
	this	DT	O
	be	VB	O
	0	0	O
Sentence: 89	weird	JJ	O
	thing	NN	O
	about	IN	O
	paxil	NN	O
	:	:	O
	feeling	NN	O
	fully	RB	O
	awake	JJ	O
	and	CC	O
	energized	JJ	O
	and	CC	O
	feeling	VBG	O
	completely	RB	O
	tired	VBN	B-ADR
	and	CC	O
	half-asleep	JJ	B-ADR
	at	IN	O
	the	DT	O
	same	JJ	O
	time	NN	O
	.	.	O
	0	0	O
Sentence: 90	#tysabri	NNS	O
	really	RB	O
	takes	VBZ	B-ADR
	it	PRP	I-ADR
	out	RP	I-ADR
	on	IN	O
	me	PRP	O
	.	.	O
	spent	VBD	O
	most	JJS	O
	of	IN	O
	the	DT	O
	day	NN	O
	sleeping	NN	B-ADR
	.	.	O
	0	0	O
Sentence: 91	does	VBZ	O
	nicotine	JJ	O
	gum	VB	O
	actually	RB	O
	help	VB	O
	with	IN	O
	quitting	VBG	O
	smoking.	NN	O
	.	.	O
	?	.	O
	0	0	O
Sentence: 92	third	JJ	O
	night	NN	O
	of	IN	O
	diarrhea	NN	O
	and	CC	O
	first	JJ	O
	dose	NN	O
	of	IN	O
	norfloxacin	NN	O
	,	,	O
	gosh.	NN	O
	.	.	O
	gonna	NN	O
	die	NN	O
	of	IN	O
	dehydration	NN	O
	0	0	O
Sentence: 93	prescribed	VBN	O
	wellbutrin	NN	O
	and	CC	O
	got	VBD	O
	an	DT	O
	okay	NN	O
	to	TO	O
	get	VB	O
	off	RP	O
	effexor	NN	O
	as	RB	O
	fast	RB	O
	as	IN	O
	possible	JJ	O
	.	.	O
	to	TO	O
	be	VB	O
	on	IN	O
	the	DT	O
	look	NN	O
	out	RP	O
	for	IN	O
	symptoms	NNS	O
	of	IN	O
	mania.	NN	O
	.	.	O
	in	IN	O
	case	NN	O
	#bipolar	NN	O
	0	0	O
Sentence: 94	nicotine	NN	O
	is	VBZ	O
	so	RB	O
	stress	JJ	O
	relieving	NN	O
	.	.	O
	0	0	O
Sentence: 95	i	JJ	O
	wish	VBP	O
	everyone	NN	O
	i	NN	O
	loved	VBD	O
	wasn't	RB	O
	addicted	VBN	B-ADR
	to	TO	O
	nicotine	VB	O
	.	.	O
	0	0	O
Sentence: 96	you	PRP	O
	guys	NNS	O
	are	VBP	O
	going	VBG	O
	to	TO	O
	have	VB	O
	to	TO	O
	hear	VB	O
	about	IN	O
	my	PRP$	O
	withdrawal	NN	B-ADR
	from	IN	O
	paxil	NN	O
	.	.	O
	unfollow	JJ	O
	while	IN	O
	you	PRP	O
	have	VBP	O
	the	DT	O
	chance	NN	O
	!	.	O
	!	.	O
	!	.	O
	day	NN	O
	one...	NN	O
	.	.	O
	0	0	O
Sentence: 97	the	DT	O
	nicotine	NN	O
	in	IN	O
	chewing	VBG	O
	tobacco	NN	O
	is	VBZ	O
	a	DT	O
	deadly	JJ	O
	poison	NN	B-ADR
	and	CC	O
	it	PRP	O
	kills	VBZ	B-ADR
	your	PRP$	I-ADR
	taste	NN	I-ADR
	buds	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 98	104.)	CD	O
	this	DT	O
	is	VBZ	O
	a	DT	O
	pic	NN	O
	of	IN	O
	me	PRP	O
	during	IN	O
	my	PRP$	O
	depression..	NN	O
	.	.	O
	spikey	JJ	O
	dread	JJ	O
	curls..	NN	O
	.	.	O
	heavy	JJ	O
	metal..	NN	O
	.	.	O
	prozac	NN	O
	.	.	O
	bass	NN	O
	guitar	NN	O
	http	NN	O
	:	:	O
	//t.co/dompmwdvbt	NN	O
	0	0	O
Sentence: 99	nicotine	NN	O
	is	VBZ	O
	literally	RB	O
	poison	JJ	B-ADR
	.	.	O
	but	CC	O
	sometimes	RB	O
	you	PRP	O
	gotta	VBP	O
	find	VB	O
	out	RP	O
	the	DT	O
	hard	JJ	O
	way	NN	O
	.	.	O
	#headache	NN	B-ADR
	0	0	O
Sentence: 100	gotta	NN	O
	thank	VBD	O
	the	DT	O
	lord	NN	O
	for	IN	O
	the	DT	O
	weed	NN	O
	and	CC	O
	the	DT	O
	nicotine	NN	O
	,	,	O
	i	VBP	O
	can't	VBP	O
	sleep	RB	O
	close	JJ	O
	my	PRP$	O
	eyes	NNS	O
	and	CC	O
	see	VB	O
	wicked	JJ	O
	things	NNS	O
	0	0	O
Sentence: 101	the	DT	O
	nicotine	NN	B-ADR
	beast	NN	I-ADR
	has	VBZ	I-ADR
	me	PRP	I-ADR
	firmly	RB	I-ADR
	gripped	VBD	I-ADR
	in	IN	I-ADR
	it's	NN	I-ADR
	gnarled	VBD	I-ADR
	yellow	JJ	I-ADR
	claw	NN	I-ADR
	.	.	O
	#resistanceisfutile	NN	O
	0	0	O
Sentence: 102	i	JJ	O
	shivering	VBG	B-ADR
	like	IN	O
	mad	NN	O
	,	,	O
	time	NN	O
	to	TO	O
	have	VB	O
	nicotine	NN	O
	.	.	O
	muahahhaha	NN	O
	.	.	O
	0	0	O
Sentence: 103	if	IN	O
	you	PRP	O
	can't	VBP	O
	sleep	VB	O
	in	IN	O
	a	DT	O
	high	JJ	O
	stress	NN	O
	job	NN	O
	,	,	O
	the	DT	O
	latest	JJS	O
	best	JJS	O
	thing	NN	O
	,	,	O
	under	IN	O
	the	DT	O
	care	NN	O
	of	IN	O
	a	DT	O
	qualified	JJ	O
	physician	NN	O
	,	,	O
	is	VBZ	O
	low	JJ	O
	dose	JJ	O
	quetiapine	NN	O
	(seroquel)	NN	O
	.	.	O
	0	0	O
Sentence: 104	@pizzavibes	NNS	O
	nicotine	VBP	O
	high	JJ	B-ADR
	lol	NN	O
	i'm	NNS	O
	like	IN	O
	fragile	NN	O
	or	CC	O
	s/t	NN	O
	and	CC	O
	it	PRP	O
	gets	VBZ	O
	to	TO	O
	me	PRP	O
	0	0	O
Sentence: 105	what	WP	O
	idiot	NN	O
	named	VBD	O
	it	PRP	O
	prozac	VBZ	O
	instead	RB	O
	of	IN	O
	sadvil	NN	B-ADR
	0	0	O
Sentence: 106	@me_hypnoticeyes	NNS	O
	count	VBP	O
	kum	JJ	O
	hai	NN	O
	,	,	O
	can't	NN	O
	avoid	VBD	O
	it	PRP	O
	being	VBG	O
	a	DT	O
	nicotine	JJ	O
	addict	NN	B-ADR
	.	.	O
	:	:	O
	/	NN	O
	0	0	O
Sentence: 107	so	RB	O
	glad	JJ	O
	i'm	NN	O
	off	IN	O
	#effexor	NN	O
	,	,	O
	so	RB	O
	sad	JJ	O
	it	PRP	O
	ruined	VBD	B-ADR
	my	PRP$	I-ADR
	teeth	NNS	I-ADR
	.	.	O
	#tip	VB	O
	please	NN	O
	be	VB	O
	carefull	JJ	O
	w/	NN	O
	taking	VBG	O
	#antideppresiva	JJ	O
	and	CC	O
	read	VBP	O
	about	IN	O
	it	PRP	O
	1st	CD	O
	!	.	O
	#venlafaxine	NN	O
	0	0	O
Sentence: 108	fibro	JJ	O
	question	NN	O
	:	:	O
	who	WP	O
	has	VBZ	O
	been	VBN	O
	on	IN	O
	the	DT	O
	drug	NN	O
	merry-go	NN	O
	round	NN	O
	?	.	O
	(vicodin	UH	O
	to	TO	O
	lyrica	VB	O
	to	TO	O
	elavil	VB	O
	to	TO	O
	lunesta	VB	O
	to	TO	O
	cymbalta	VB	O
	to	TO	O
	lexipro	VB	O
	on	IN	O
	and	CC	O
	on.)	VB	O
	0	0	O
Sentence: 109	day	NN	O
	seven	CD	O
	off	IN	O
	the	DT	O
	baclofen	NN	O
	and	CC	O
	i've	NN	O
	got	VBD	O
	cold	JJ	B-ADR
	sweats	NNS	I-ADR
	and	CC	O
	constant	JJ	O
	insomnia..	NN	B-ADR
	.	.	O
	i'm	NN	O
	running	VBG	O
	on	IN	O
	fumes	NNS	O
	at	IN	O
	this	DT	O
	point	NN	O
	.	.	O
	0	0	O
Sentence: 110	oh	JJ	O
	yay	NN	O
	.	.	O
	ciprofloxacin	NN	O
	just	RB	O
	in	IN	O
	time	NN	O
	for	IN	O
	the	DT	O
	weekend	NN	O
	.	.	O
	i	JJ	O
	thank	NN	O
	you	PRP	O
	vietnam	VBP	O
	&	CC	O
	egypt	VBP	O
	.	.	O
	alcohol	NN	O
	,	,	O
	see	VBP	O
	you	PRP	O
	in	IN	O
	7	CD	O
	days	NNS	O
	.	.	O
	#sick	NN	O
	0	0	O
Sentence: 111	i	NN	O
	should	MD	O
	just	RB	O
	start	VB	O
	taking	VBG	O
	my	PRP$	O
	prozac	NN	O
	again	RB	O
	so	RB	O
	i	JJ	O
	can	MD	O
	stfu	VB	O
	and	CC	O
	go	VB	O
	numb	JJ	B-ADR
	and	CC	O
	maybe	RB	O
	i	JJ	O
	won't	VBP	O
	cry	NN	O
	anymore	RB	O
	cos	JJ	O
	i'll	NN	O
	be	VB	O
	too	RB	O
	fucking	JJ	O
	lifeless	NN	B-ADR
	0	0	O
Sentence: 112	i'm	JJ	O
	crazy	NN	O
	!	.	O
	gee	NN	O
	i	JJ	O
	wonder	VBP	O
	why	WRB	O
	!	.	O
	thats	VBZ	O
	it	PRP	O
	!	.	O
	i	NN	O
	got	VBD	O
	a	DT	O
	whole	JJ	O
	canister	NN	O
	of	IN	O
	seroquel	NN	O
	xr	NN	O
	!	.	O
	i'm	NN	O
	going	VBG	O
	to	TO	O
	start	VB	O
	throwing	VBG	B-ADR
	them	PRP	O
	at	IN	O
	higher	JJR	O
	educated	JJ	O
	people	NNS	O
	!	.	O
	0	0	O
Sentence: 113	@itsmecreezy	NN	O
	i	NN	O
	hate	VBP	O
	to	TO	O
	hear	VB	O
	that	IN	O
	.	.	O
	taking	VBG	O
	seroquel	NN	O
	is	VBZ	O
	like	IN	O
	swallowing	VBG	O
	a	DT	O
	sleeping	NN	O
	pill	NN	O
	when	WRB	O
	u	NN	O
	wake	VBP	O
	up	RP	O
	then	RB	O
	trying	VBG	B-ADR
	to	TO	I-ADR
	function	VB	I-ADR
	normally	RB	I-ADR
	0	0	O
Sentence: 114	took	VBD	O
	a	DT	O
	percocet	NN	O
	for	IN	O
	my	PRP$	O
	tooth	NN	O
	.	.	O
	feel	VB	O
	like	IN	O
	i'm	NN	O
	about	IN	O
	to	TO	O
	die	VB	O
	cause	NN	O
	of	IN	O
	the	DT	O
	prozac	JJ	O
	thats	NNS	O
	already	RB	O
	in	IN	O
	my	PRP$	O
	system	NN	O
	.	.	O
	apparently	RB	O
	you	PRP	O
	can't	VBP	B-ADR
	take	VB	I-ADR
	both	DT	I-ADR
	.	.	O
	fml	NN	O
	0	0	O
Sentence: 115	not	RB	O
	that	IN	O
	anyone	NN	O
	noticed	VBN	O
	,	,	O
	but	CC	O
	my	PRP$	O
	#ambienwithdrawl	NN	B-ADR
	only	RB	O
	lasted	VBD	O
	a	DT	O
	few	JJ	O
	days	NNS	O
	.	.	O
	why	WRB	O
	?	.	O
	because	IN	O
	i	NN	O
	got	VBD	O
	another	DT	O
	scrip	NN	O
	.	.	O
	i	VB	O
	need	VBP	O
	it	PRP	O
	while	IN	O
	i'm	NN	O
	on	IN	O
	levaquin	NN	O
	.	.	O
	0	0	O
Sentence: 116	i	NN	O
	stopped	VBD	O
	taking	VBG	O
	my	PRP$	O
	trazodone	NN	O
	so	RB	O
	bring	VB	O
	on	IN	O
	another	DT	O
	sleepless	NN	O
	night	NN	O
	0	0	O
Sentence: 117	hopefully	RB	O
	benadryl	EX	O
	is	VBZ	O
	on	IN	O
	my	PRP$	O
	side	NN	O
	tonight	NN	O
	and	CC	O
	i	NN	O
	can	MD	O
	get	VB	O
	some	DT	O
	sleep	NN	O
	.	.	O
	got	VBD	O
	a	DT	O
	lozenge	NN	O
	and	CC	O
	dayquil	NN	O
	and	CC	O
	water	NN	O
	on	IN	O
	standby	NN	O
	.	.	O
	0	0	O
Sentence: 118	@ruraldocmd	JJ	O
	please	NN	O
	advise	VB	O
	if	IN	O
	you	PRP	O
	know	VBP	O
	of	IN	O
	levaquin	JJ	O
	toxicity/adverse	JJ	B-ADR
	reactions	NNS	O
	.	.	O
	i	NN	O
	am	VBP	O
	a	DT	O
	4+	CD	O
	year	NN	O
	sufferer	NN	O
	and	CC	O
	chronic	JJ	B-ADR
	pain	NN	I-ADR
	every	DT	O
	day=can	NN	O
	u	NN	O
	help	NN	O
	0	0	O
Sentence: 119	ran	NN	O
	on	IN	O
	an	DT	O
	antibiotic	JJ	O
	this	DT	O
	morning	NN	O
	(having	VBG	O
	missed	VBD	O
	4	CD	O
	days)	NN	O
	and	CC	O
	my	PRP$	O
	legs	JJ	B-ADR
	ache	NN	I-ADR
	like	IN	O
	hell	NN	O
	,	,	O
	not	RB	O
	jsut	VB	O
	the	DT	O
	soft	JJ	O
	tissue	NN	O
	either	RB	O
	.	.	O
	levofloxacin	NN	O
	is	VBZ	O
	awful	JJ	O
	!	.	O
	0	0	O
Sentence: 120	paxil	NN	O
	made	VBD	O
	me	PRP	O
	suicidally	RB	B-ADR
	depressed	VBD	I-ADR
	to	TO	O
	the	DT	O
	point	NN	O
	where	WRB	O
	a	DT	O
	voice	NN	B-ADR
	screamed	VBD	O
	inside	IN	O
	my	PRP$	O
	brain	NN	O
	about	IN	O
	my	PRP$	O
	own	JJ	O
	worthlessness	NN	B-ADR
	0	0	O
Sentence: 121	@lulubot75	NN	O
	yeah	UH	O
	,	,	O
	it	PRP	O
	can	MD	O
	be	VB	O
	caused	VBN	O
	by	IN	O
	swelling	VBG	O
	from	IN	O
	around	IN	O
	a	DT	O
	nerve	NN	O
	from	IN	O
	ra	NN	O
	,	,	O
	but	CC	O
	the	DT	O
	effexor	JJ	O
	causes	VBZ	O
	shaking	VBG	B-ADR
	like	IN	I-ADR
	ur	JJ	I-ADR
	cold(shivering)	NN	I-ADR
	0	0	O
Sentence: 122	mann	NN	O
	i've	NN	O
	been	VBN	O
	having	VBG	O
	the	DT	O
	munchies	NNS	B-ADR
	all	DT	O
	day	NN	O
	eatin	VBD	B-ADR
	weird	JJ	I-ADR
	shxt	NN	O
	ahaha	IN	O
	my	PRP$	O
	zyprexa	NN	O
	gotta	NN	O
	nigga	NN	O
	tearin	VBD	B-ADR
	up	RP	I-ADR
	food	NN	I-ADR
	0	0	O
Sentence: 123	@christal_l	NN	O
	yeah	NN	O
	,	,	O
	that	WDT	O
	was	VBD	O
	a	DT	O
	great	JJ	O
	fucking	JJ	O
	year	NN	O
	.	.	O
	that's	NN	O
	when	WRB	O
	paxil	NN	O
	entered	VBD	O
	my	PRP$	O
	life	NN	O
	,	,	O
	and	CC	O
	made	VBD	O
	it	PRP	O
	worse	JJR	B-ADR
	.	.	O
	10	CD	O
	years	NNS	O
	time	NN	O
	sure	JJ	O
	helps	VBZ	O
	,	,	O
	though	RB	O
	.	.	O
	0	0	O
Sentence: 124	i'm	NN	O
	sick	VBZ	O
