Sentence #	Word	POS	NPOS	Tag	
	to	P	TO	O
	a	D	DT	O
	better	A	JJR	O
	time	N	NN	O
	(without	P	IN	O
	Xanax).	N	NN	O
	0	0	0	O
Sentence: 271	@fetal_mistake	@	VB	O
	huh?	!	NN	O
	i	O	NN	O
	just	R	RB	O
	get	V	VB	O
	chronic	A	JJ	O
	bronchitis	N	NN	O
	due	P	JJ	O
	to	P	TO	O
	bad	A	JJ	O
	asthma	N	NN	O
	and	&	CC	O
	allergies	N	NNS	O
	and	&	CC	O
	non	N	JJ	O
	advair	N	NN	O
	compliance	N	NN	O
	0	0	0	O
Sentence: 272	@themskittylady	@	NN	O
	it	O	PRP	O
	has	V	VBZ	O
	been	V	VBN	O
	a	D	DT	O
	good	A	JJ	O
	day	N	NN	O
	today	N	NN	O
	after	P	IN	O
	a	D	DT	O
	rough	A	JJ	O
	week	N	NN	O
	of	P	IN	O
	tecfidera	^	NN	O
	flushing.	^	NN	O
	let's	L	VBZ	O
	hope	V	NN	O
	for	P	IN	O
	a	D	DT	O
	good	A	JJ	O
	night's	N	NN	O
	sleep.	N	VBD	O
	:-)	E	JJ	O
	0	0	0	O
Sentence: 273	@thesluttygay	@	JJ	O
	adderall.	N	NN	O
	vyvanse	N	NN	O
	gave	V	VBD	O
	me	O	PRP	O
	some	D	DT	O
	pretty	R	RB	O
	undesirable	A	JJ	O
	sexual	A	JJ	O
	side	N	NN	O
	effects😁	N	NN	O
	try	V	NN	O
	and	&	CC	O
	find	V	VB	O
	focalin.	N	JJ	O
	it's	L	JJ	O
	new	A	JJ	O
	and	&	CC	O
	well	R	RB	O
	liked	V	VBN	O
	so	R	RB	O
	far.	R	JJ	O
	0	0	0	O
Sentence: 274	I’ll	L	NNP	O
	be	V	VB	O
	tired	A	VBN	O
	ALL	D	DT	O
	DAY	N	NNP	O
	and	&	CC	O
	when	R	WRB	O
	I	O	PRP	O
	try	V	VBP	O
	to	P	TO	O
	go	V	VB	O
	to	P	TO	O
	bed	N	VB	O
	I	O	PRP	O
	can	V	MD	O
	NEVER	R	VB	O
	sleep	V	VB	O
	like	P	IN	O
	this	D	DT	O
	shit	N	NN	O
	sucks	V	VBZ	O
	ass	N	NN	O
	I’m	L	NNP	O
	always	R	RB	O
	tired	A	VBD	O
	and	&	CC	O
	just	R	RB	O
	running	V	VBG	O
	on	P	IN	O
	adderall	N	NN	O
	now.	R	NN	O
	0	0	0	O
Sentence: 275	victorymy	^	JJ	O
	drug	N	NN	O
	choice!!	N	NN	O
	(tysabri)	P	NN	O
	but	&	CC	O
	also	R	RB	O
	found	V	VBD	O
	i	O	RB	O
	am	V	VBP	O
	jc	^	JJ	O
	virus	N	NN	O
	+ve	A	NNS	O
	and	&	CC	O
	now	R	RB	O
	panicking.	V	VBP	O
	any1	O	NN	O
	else	R	RB	O
	on	P	IN	O
	tysabri	^	NN	O
	n	&	JJ	O
	jvc+ve?	^	NN	O
	#ms	#	NN	O
	#notwothesame	#	NN	O
	0	0	0	O
Sentence: 276	i've	L	NN	O
	had	V	VBD	O
	ten	$	VBN	O
	tysabri	N	JJ	O
	infusions	N	NNS	O
	and	&	CC	O
	i	O	VB	O
	feel	V	VBP	O
	sick	A	JJ	O
	each	D	DT	O
	and	&	CC	O
	every	D	DT	O
	time	N	NN	O
	i	O	JJ	O
	get	V	VBP	O
	them	O	PRP	O
	for	P	IN	O
	a	D	DT	O
	few	A	JJ	O
	days	N	NNS	O
	up	P	RB	O
	to	P	TO	O
	a	D	DT	O
	week.	N	NN	O
	is	V	VBZ	O
	this	O	DT	O
	my	D	PRP$	O
	life	N	NN	O
	now?	R	NN	O
	0	0	0	O
Sentence: 277	@sam_vinograd	@	JJ	O
	@AshaRangappa_	@	NNP	O
	@joshscampbell	@	NNP	O
	I'd	L	NNP	O
	suggest	V	VBP	O
	a	D	DT	O
	lactaid	N	NN	O
	and	&	CC	O
	a	D	DT	O
	lipitor	N	NN	O
	with	P	IN	O
	it.	O	NN	O
	And	&	CC	O
	maybe	R	RB	O
	widen	V	VB	O
	the	D	DT	O
	invite	N	NN	O
	to	P	TO	O
	include	V	VB	O
	a	D	DT	O
	cardiologist?	N	NN	O
	;)	E	NN	O
	0	0	0	O
Sentence: 278	@bloom_madison	@	NN	O
	I	O	PRP	O
	was	V	VBD	O
	referring	V	VBG	O
	more	R	JJR	O
	to	P	TO	O
	things	N	NNS	O
	like	P	IN	O
	heroine,	N	NN	O
	amphetamines,	N	NN	O
	and	&	CC	O
	other	A	JJ	O
	drugs	N	NNS	O
	like	P	IN	O
	that.	P	NN	O
	I	O	PRP	O
	do	V	VBP	O
	know	V	VB	O
	that	O	IN	O
	there	R	EX	O
	at	P	IN	O
	opioid	A	NN	O
	problems	N	NNS	O
	and	&	CC	O
	other	A	JJ	O
	addictions	N	NNS	O
	to	P	TO	O
	pain	N	VB	O
	medication	N	NN	O
	that	P	WDT	O
	can	V	MD	O
	be	V	VB	O
	hard	A	JJ	O
	for	P	IN	O
	some	D	DT	O
	to	P	TO	O
	stop	V	VB	O
	taking	V	NN	O
	0	0	0	O
Sentence: 279	@ADB110	@	NN	O
	It	O	PRP	O
	was	V	VBD	O
	the	D	DT	O
	powdered	A	JJ	O
	miralax	N	NN	O
	but	&	CC	O
	it	O	PRP	O
	didn't	V	VBZ	O
	work.	V	JJ	O
	Poor	A	NNP	O
	dude	N	NN	O
	is	V	VBZ	O
	getting	V	VBG	O
	rotor-rootered	N	JJ	O
	as	P	IN	O
	we	O	PRP	O
	speak.	V	VBP	O
	0	0	0	O
Sentence: 280	@crohnsyoloteam	@	NN	O
	i	O	NN	O
	went	V	VBD	O
	into	P	IN	O
	anaphylactic	N	JJ	O
	shock	N	NN	O
	while	P	IN	O
	getting	V	VBG	O
	a	D	DT	O
	remicade	A	NN	O
	infusion.	N	NN	O
	i've	L	VBP	O
	been	V	VBN	O
	on	P	IN	O
	humira	^	NN	O
	a	D	DT	O
	few	A	JJ	O
	yrs	N	NN	O
	now....	R	NN	O
	0	0	0	O
Sentence: 281	hello	!	NN	O
	hughniverse!	!	NN	O
	i've	L	VBP	O
	been	V	VBN	O
	away	R	RB	O
	because	P	IN	O
	i	O	JJ	O
	spent	V	VBD	O
	two	$	CD	O
	weeks	N	NNS	O
	in	P	IN	O
	the	D	DT	O
	hospital.	N	NN	O
	the	D	DT	O
	enbrel	N	NN	O
	i	O	NN	O
	was	V	VBD	O
	taking	V	VBG	O
	helped	V	VBD	O
	my	D	PRP$	O
	ra,	N	NN	O
	but	&	CC	O
	trashed	V	VBD	O
	my	D	PRP$	O
	immune	A	NN	O
	0	0	0	O
Sentence: 282	@phooledya	@	JJ	O
	plus	A	CC	O
	jenifer	^	NN	O
	helped	V	VBD	O
	me	O	PRP	O
	with	P	IN	O
	my	D	PRP$	O
	sister	N	NN	O
	jennifer	^	NN	O
	who	O	WP	O
	died	V	VBD	O
	maybe	R	RB	O
	from	P	IN	O
	lyrica	^	NN	O
	you	O	PRP	O
	guys	N	NNS	O
	are	V	VBP	O
	the	D	DT	O
	best	A	JJS	O
	:)	E	NN	O
	0	0	0	O
Sentence: 283	@EmMoore60	@	JJ	O
	@saab04	@	NNP	O
	@MegynTODAY	@	NNP	O
	@megynkelly	@	NNP	O
	Kavansugh	^	NNP	O
	has	V	VBZ	O
	been	V	VBN	O
	to	P	TO	O
	the	D	DT	O
	White	^	NNP	O
	House	^	NNP	O
	everyday	N	VBZ	O
	this	D	DT	O
	week.	N	NN	O
	He's	L	NNP	O
	being	V	VBG	O
	prepped	A	VBN	O
	dear.	!	NN	O
	That's	L	NNP	O
	the	D	DT	O
	least	A	JJS	O
	of	P	IN	O
	45s	^	CD	O
	worries.	N	NN	O
	Michael	^	NNP	O
	Cohen	^	NNP	O
	is	V	VBZ	O
	spilling	V	VBG	O
	all	D	RB	O
	he	O	PRP	O
	knows	V	VBZ	O
	about	P	IN	O
	Russia,	^	NNP	O
	Trumps	^	NNP	O
	charity	N	NN	O
	and	&	CC	O
	The	D	DT	O
	Trump	^	NNP	O
	Crime	^	NNP	O
	Family	^	NNP	O
	business.XANAX	^	VBD	O
	ANYONE?	N	NNP	O
	0	0	0	O
Sentence: 284	What	O	WP	O
	did	V	VBD	O
	Ray	^	NNP	O
	Liotta	^	NNP	O
	do	V	VBP	O
	to	P	TO	O
	his	D	PRP$	O
	face?	N	NN	O
	Does	V	NNP	O
	Chantix	^	NNP	O
	cause	P	VB	O
	facial	A	JJ	O
	paralysis?	N	NN	O
	0	0	0	O
Sentence: 285	@TheSarge11	@	RB	O
	@emergVictorious	@	JJ	O
	@END_JRN	@	NN	O
	I	O	PRP	O
	know	V	VBP	O
	not	R	RB	O
	everyone	N	NN	O
	agrees	V	VBZ	O
	but	&	CC	O
	i	O	VBZ	O
	100%	$	CD	O
	think	V	NN	O
	benzos	^	NN	O
	and	&	CC	O
	legal	A	JJ	O
	amphetamines	N	NNS	O
	are	V	VBP	O
	next.	A	JJ	O
	0	0	0	O
Sentence: 286	Drug	N	NNP	O
	sex	N	NN	O
	I	O	PRP	O
	might	V	MD	O
	fuck	V	VB	O
	her	O	PRP$	O
	off	P	RP	O
	a	D	DT	O
	Xanax	N	NN	O
	0	0	0	O
Sentence: 287	@shutupstevi	@	JJ	O
	@jakesav_ie	@	NN	O
	i	O	NNS	O
	take	V	VBP	O
	a	D	DT	O
	60	$	CD	O
	mg	N	NN	O
	vyvanse	N	NN	O
	and	&	CC	O
	focalin	V	NN	O
	and	&	CC	O
	feel	V	NN	O
	nothing...	N	NNS	O
	0	0	0	O
Sentence: 288	@kjothesmartass	@	NN	O
	this	O	DT	O
	suboxone	N	NN	O
	is	V	VBZ	O
	making	V	VBG	O
	me	O	PRP	O
	gain	V	VB	O
	weight.	N	JJ	O
	i	O	JJ	O
	don't	V	NN	O
	know	V	VBP	O
	why.	R	NN	O
	but	&	CC	O
	i	O	VBP	O
	don't	V	VBP	O
	like	V	IN	O
	it.	O	NN	O
	im	L	NN	O
	still	R	RB	O
	active	A	JJ	O
	so	P	IN	O
	i	O	JJ	O
	don't	V	VBP	O
	get	V	VB	O
	it	O	PRP	O
	0	0	0	O
Sentence: 289	@epilepsyaction	@	NN	O
	partial	A	JJ	O
	complex	A	NN	O
	on	P	IN	O
	lamotrigine	^	NN	O
	lacosamide	^	NN	O
	zonisamide	^	IN	O
	poor	A	JJ	O
	memory,	N	NNS	O
	trip	N	NN	O
	over	P	IN	O
	my	D	PRP$	O
	tongue.	N	NN	O
	anyone	N	NN	O
	the	D	DT	O
	same?	A	NN	O
	#careerkiller	#	NN	O
	0	0	0	O
Sentence: 290	@stopthatimp	@	NN	O
	oh,	!	MD	O
	that's	L	VB	O
	all.	N	NN	O
	i	O	NNS	O
	remember	V	VBP	O
	when	R	WRB	O
	they	O	PRP	O
	took	V	VBD	O
	me	O	PRP	O
	off	T	RP	O
	geodon	^	NN	O
	and	&	CC	O
	i	O	NN	O
	slept	V	VBP	O
	for	P	IN	O
	three	$	CD	O
	days.	N	NNS	O
	#funtimes	#	NNS	O
	0	0	0	O
Sentence: 291	@dreamyoureal	@	JJ	O
	thanks	N	NNS	O
	to	P	TO	O
	the	D	DT	O
	oxycodone	N	NN	O
	i’ve	L	NN	O
	been	V	VBN	O
	in	P	IN	O
	a	D	DT	O
	pretty	R	RB	O
	good	A	JJ	O
	dream	N	NN	O
	mode	N	NN	O
	at	P	IN	O
	times	N	NNS	O
	today.	N	VBP	O
	still	R	RB	O
	not	R	RB	O
	sure	A	JJ	O
	if	P	IN	O
	i	O	JJ	O
	am	V	VBP	O
	real	A	JJ	O
	or	&	CC	O
	not.	R	JJ	O
	0	0	0	O
Sentence: 292	If	P	IN	O
	you	O	PRP	O
	want	V	VBP	O
	to	P	TO	O
	know	V	VB	O
	how	R	WRB	O
	things	N	NNS	O
	have	V	VBP	O
	been	V	VBN	O
	going	V	VBG	O
	lately	R	RB	O
	let	V	VB	O
	me	O	PRP	O
	just	R	RB	O
	say	V	VBP	O
	that	P	IN	O
	I	O	PRP	O
	took	V	VBD	O
	an	D	DT	O
	Ativan	^	NNP	O
	for	P	IN	O
	this	O	DT	O
	morning�s	N	NN	O
	panic	N	JJ	O
	attack	N	NN	O
	and	&	CC	O
	then	R	RB	O
	promptly	R	RB	O
	got	V	VBD	O
	assigned	V	VBN	O
	to	P	TO	O
	do	V	VB	O
	work	N	VB	O
	support	N	NN	O
	for	P	IN	O
	a	D	DT	O
	client	N	NN	O
	whose	L	WP$	O
	job	N	NN	O
	is	V	VBZ	O
	literally	R	RB	O
	operating	V	VBG	O
	heavy	A	JJ	O
	machinery.	N	NNS	O
	Each	D	DT	O
	day	N	NN	O
	is	V	VBZ	O
	another	D	DT	O
	cruel	A	JJ	O
	joke.	N	NN	O
	Thanks	N	NNS	O
	0	0	0	O
Sentence: 293	@Sustainna	@	NN	O
	AH	!	NNP	O
	that's	L	NN	O
	tylenol	N	NN	O
	with	P	IN	O
	codeine.	N	NN	O
	It's	L	NNP	O
	an	D	DT	O
	opioid	N	NN	O
	so	P	RB	O
	if	P	IN	O
	you've	L	JJ	O
	never	R	RB	O
	had	V	VBD	O
	it	O	PRP	O
	before,	P	VBZ	O
	it	O	PRP	O
	will	V	MD	O
	possibly	R	RB	O
	knock	V	VB	O
	you	O	PRP	O
	on	P	IN	O
	your	D	PRP$	O
	ass,	N	NN	O
	but	&	CC	O
	it's	L	VBZ	O
	a	D	DT	O
	REALLY	R	NNP	O
	mild	A	JJ	O
	one.	$	NN	O
	Yay,	!	NNP	O
	pain	N	NN	O
	relief!	N	NN	O
	And	&	CC	O
	damn,	!	NN	O
	that	O	WDT	O
	IS	V	VBZ	O
	a	D	DT	O
	steal.	N	NN	O
	I	O	PRP	O
	dunno	V	VBP	O
	how	R	WRB	O
	much	A	JJ	O
	mine	N	NN	O
	cost.	N	NN	O
	Enough	N	NNP	O
	that	P	IN	O
	I	O	PRP	O
	made	V	VBD	O
	them	O	PRP	O
	give	V	VB	O
	me	O	PRP	O
	the	D	DT	O
	tooth	N	NN	O
	back	R	RB	O
	after.""	P	NN	O
	0	0	0	O
Sentence: 294	i	O	NN	O
	took	V	VBD	O
	too	R	RB	O
	much	A	JJ	O
	inhaler	N	NN	O
	during	P	IN	O
	dancing	V	VBG	O
	and	&	CC	O
	i	O	JJ	O
	got	V	VBD	O
	the	D	DT	O
	shakes	N	NNS	O
	and	&	CC	O
	started	V	VBD	O
	getting	V	VBG	O
	dizzy	A	NN	O
	ugh	!	IN	O
	ventolin	N	NN	O
	overdose	N	NN	O
	0	0	0	O
Sentence: 295	@frecklesx7	@	NN	O
	You	O	PRP	O
	got	V	VBD	O
	rappers	N	NNS	O
	nowadays	R	NNS	O
	popping	V	VBG	O
	Xanax,	N	NNP	O
	OxyContin,	N	NNP	O
	chugging	V	VBG	O
	down	T	RP	O
	NyQuil	N	NNP	O
	by	P	IN	O
	the	D	DT	O
	bottle	N	NN	O
	and	&	CC	O
	getting	V	VBG	O
	fucked	V	VBN	O
	up.	T	JJ	O
	Damn!	!	NNP	O
	0	0	0	O
Sentence: 296	@t_mcallister	@	NN	O
	@KristiCCoulter	@	NN	O
	I	O	PRP	O
	like	V	IN	O
	this	D	DT	O
	character,	N	NN	O
	but	&	CC	O
	he	O	PRP	O
	should	V	MD	O
	clearly	R	RB	O
	be	V	VB	O
	on	P	IN	O
	Lipitor	N	NNP	O
	0	0	0	O
Sentence: 297	@acaciabrinley	@	NN	O
	vyvanse	V	NN	O
	sucks	V	VBZ	O
	it	O	PRP	O
	gave	V	VBD	O
	me	O	PRP	O
	anxiety	N	NN	O
	so	P	RB	O
	i	O	JJ	O
	suggest	V	VBP	O
	you	O	PRP	O
	take	V	VBP	O
	strattera	N	JJ	O
	it's	L	NN	O
	so	R	RB	O
	much	R	JJ	O
	better	A	JJR	O
	acacia	N	NN	O
	0	0	0	O
Sentence: 298	Some	D	DT	O
	rappers	N	NNS	O
	are	V	VBP	O
	naming	V	VBG	O
	themselves	O	PRP	O
	after	P	IN	O
	prescription	N	NN	O
	drugs.	N	NN	O
	So	P	NNP	O
	I'm	L	NNP	O
	jumping	V	NN	O
	on	P	IN	O
	the	D	DT	O
	bandwagon,	N	NN	O
	but	&	CC	O
	I	O	PRP	O
	need	V	VBP	O
	help.	V	NNS	O
	Should	V	MD	O
	I	O	PRP	O
	be	V	VB	O
	Young	A	NNP	O
	Lipitor?	N	NNP	O
	Lil	A	NNP	O
	Prilosec?	N	NNP	O
	How	R	NNP	O
	about	P	IN	O
	21	$	CD	O
	Amoxicillin?	N	NNS	O
	0	0	0	O
Sentence: 299	sildenafil	^	NN	O
	in	P	IN	O
	high	A	JJ	O
	doses	N	NNS	O
	reported	V	VBN	O
	to	P	TO	O
	have	V	VB	O
	caused	V	VBN	O
	blindness	N	JJ	O
	-	,	:	O
	no	D	DT	O
	wonder	N	NN	O
	people	N	NNS	O
	always	R	RB	O
	say	V	VBP	O
	""love	V	JJ	O
	causes	V	NNS	O
	blindness""	N	VBP	O
	0	0	0	O
Sentence: 300	my	D	PRP$	O
	right	A	JJ	O
	arm	N	NN	O
	feels	V	NNS	O
	numb	A	JJ	O
	and	&	CC	O
	tingly	A	RB	O
	i	O	JJ	O
	think	V	VBP	O
	it's	L	JJ	O
	part	N	NN	O
	of	P	IN	O
	the	D	DT	O
	medication	N	NN	O
	i'm	L	NN	O
	fine	A	VBP	O
	other	A	JJ	O
	wise	A	NN	O
	dang	A	NN	O
	crestor	^	NN	O
	and	&	CC	O
	atenolol	N	NN	O
	😕	G	NN	O
	0	0	0	O
Sentence: 301	@ellacoffeebean	@	JJ	O
	i	O	NN	O
	was	V	VBD	O
	on	P	IN	O
	both,	D	NN	O
	effexor	G	NN	O
	1st,	A	CD	O
	it	O	PRP	O
	stopped	V	VBD	O
	working	V	VBG	O
	4	P	CD	O
	me	O	PRP	O
	&amp;	V	RB	O
	changed	V	VBD	O
	to	P	TO	O
	pristiq	V	VB	O
	that	O	DT	O
	worked	V	VBD	O
	better.	A	RP	O
	finding	V	VBG	O
	the	D	DT	O
	right	A	JJ	O
	dosage	N	NN	O
	is	V	VBZ	O
	key	A	JJ	O
	0	0	0	O
Sentence: 302	So	R	RB	O
	at	P	IN	O
	least	A	JJS	O
	that's	L	VB	O
	a	D	DT	O
	plus	A	NN	O
	to	P	TO	O
	my	D	PRP$	O
	week.	N	NN	O
	He	O	PRP	O
	has	V	VBZ	O
	2	$	CD	O
	weeks	N	NNS	O
	of	P	IN	O
	SMZ/TMP	^	NNP	O
	and	&	CC	O
	1	$	CD	O
	week	N	NN	O
	of	P	IN	O
	macrobid,	^	NN	O
	to	P	TO	O
	help	V	VB	O
	with	P	IN	O
	the	D	DT	O
	bladder	N	NN	O
	infection	N	NN	O
	and	&	CC	O
	possible	A	JJ	O
	infection	N	NN	O
	of	P	IN	O
	his	D	PRP$	O
	prostate.	N	NN	O
	Now	R	RB	O
	we	O	PRP	O
	have	V	VBP	O
	to	P	TO	O
	make	V	VB	O
	arrangements	N	NNS	O
	to	P	TO	O
	neuter	V	VB	O
	a	D	DT	O
	10	$	CD	O
	year	N	NN	O
	old	A	JJ	O
	dog	N	NN	O
	to	P	TO	O
	help	V	VB	O
	his	D	PRP$	O
	bowel	N	NN	O
	blockage	N	NN	O
	due	A	JJ	O
	prostate	N	NN	O
	swelling	N	VBG	O
	pain.	N	NN	O
	0	0	0	O
Sentence: 303	@Tutsy22	@	NN	O
	I	O	PRP	O
	suspect	V	VBP	O
	expired,	V	JJ	O
	cheap	A	JJ	O
	codeine	N	NN	O
	that	P	WDT	O
	was	V	VBD	O
	seized	V	VBN	O
	from	P	IN	O
	katsina	^	NN	O
	is	V	VBZ	O
	often	R	RB	O
	shared	V	VBN	O
	at	P	IN	O
	those	D	DT	O
	Crosscarpeting	^	NNP	O
	rallies	V	NNS	O
	0	0	0	O
Sentence: 304	@Farmarato	@	NN	O
	�Buenas	^	NNS	O
	noches!	!	VBP	O
	�Tienen	^	JJ	O
	Anasmol	^	NNP	O
	5mg,	^	CD	O
	Dilatrend	^	NNP	O
	12,5	$	CD	O
	mg,	N	NN	O
	Lipitor	N	NNP	O
	20	$	CD	O
	mg	N	NN	O
	y	R	NN	O
	Lexapro	^	NNP	O
	20	$	CD	O
	mg?	N	NN	O
	0	0	0	O
Sentence: 305	@conservativexxx	@	NN	O
	@dagodfather907	@	VBZ	O
	the	D	DT	O
	zantac	^	NN	O
	quit	V	NN	O
	working	V	VBG	O
	so	R	RB	O
	i	O	RB	O
	added	V	VBD	O
	nexium	A	NN	O
	&amp;	N	NN	O
	that	P	WDT	O
	seems	V	VBZ	O
	to	P	TO	O
	help	V	VB	O
	but	&	CC	O
	i	O	VB	O
	have	V	VBP	O
	to	P	TO	O
	take	V	VB	O
	both	O	DT	O
	twice	R	RB	O
	a	D	DT	O
	day.	N	NN	O
	0	0	0	O
Sentence: 306	@adderallhadme	@	NN	O
	adderall	N	NN	O
	has	V	VBZ	O
	me	O	PRP	O
	reorganize	V	VB	O
	my	D	PRP$	O
	entire	A	JJ	O
	itunes	^	NNS	O
	library.	N	NN	O
	0	0	0	O
Sentence: 307	@bearski55	@	JJ	O
	@blondejay77	@	NNP	O
	@nycmoon	@	NNP	O
	good.	A	NN	O
	i'm	L	NN	O
	afraid	A	NN	O
	to	P	TO	O
	use	V	VB	O
	my	D	PRP$	O
	advair	A	NN	O
	since	P	IN	O
	the	D	DT	O
	thrush	N	NN	O
	infection	N	NN	O
	:(	E	NN	O
	0	0	0	O
Sentence: 308	RT	~	NNP	O
	@LS_Nutrition:	G	NNP	O
	Black	^	NNP	O
	Cohosh	^	NNP	O
	this	D	DT	O
	June?	^	NNP	O
	It	O	PRP	O
	can	V	MD	O
	interact	V	VB	O
	with	P	IN	O
	interact	V	NN	O
	with	P	IN	O
	#Atorvastatin	^	NNP	O
	/	,	NNP	O
	#Lipitor.	^	NNP	O
	Chat	^	NNP	O
	with	P	IN	O
	your	D	PRP$	O
	#MD!	^	NN	O
	0	0	0	O
Sentence: 309	phocomelia?n.	&	NN	O
	??????	,	NNP	O
	Thousands	N	NNP	O
	of	P	IN	O
	babies	N	NNS	O
	were	V	VBD	O
	born	V	VBN	O
	with	P	IN	O
	phocomelia	^	NN	O
	because	P	IN	O
	of	P	IN	O
	a	D	DT	O
	side	N	JJ	O
	effect	N	NN	O
	of	P	IN	O
	the	D	DT	O
	medicine	N	NN	O
	called	V	VBN	O
	thalidomide.	^	NN	O
	0	0	0	O
Sentence: 310	it's	L	NNS	O
	like	P	IN	O
	i've	L	NN	O
	been	V	VBN	O
	drinking	V	VBG	O
	all	D	DT	O
	day..	N	NN	O
	except,	P	FW	O
	there's	L	VBZ	O
	no	D	DT	O
	pissing	N	VBG	O
	with	P	IN	O
	ventolin	N	NN	O
	0	0	0	O
Sentence: 311	@kawasaki677	@	NN	O
	just	R	RB	O
	took	V	VBD	O
	a	D	DT	O
	gabapentin	N	NN	O
	now	R	RB	O
	i'm	L	VBZ	O
	sweating	V	VBG	O
	😱	E	NNS	O
	0	0	0	O
Sentence: 312	not	R	RB	O
	only	R	RB	O
	is	V	VBZ	O
	he	O	PRP	O
	suffering	V	VBG	O
	from	P	IN	O
	the	D	DT	O
	flu	N	NN	O
	symptoms	N	NNS	O
	but	&	CC	O
	he	O	PRP	O
	is	V	VBZ	O
	also	R	RB	O
	being	V	VBG	O
	affected	V	VBN	O
	by	P	IN	O
	the	D	DT	O
	side	N	NN	O
	effects	N	NNS	O
	from	P	IN	O
	the	D	DT	O
	tamiflu	N	NN	O
	💊😢	N	NN	O
	0	0	0	O
Sentence: 313	last	A	JJ	O
	night	N	NN	O
	@urbanphish	@	JJ	O
	video	N	NN	O
	chatted	V	VBD	O
	me	O	PRP	O
	while	P	IN	O
	i	O	NN	O
	was	V	VBD	O
	in	P	IN	O
	a	D	DT	O
	lunesta	N	JJ	O
	haze.	N	NN	O
	i	O	NN	O
	couldn't	V	VBP	O
	see	V	NN	O
	or	&	CC	O
	hear	V	VB	O
	her,	O	NN	O
	but	&	CC	O
	knew	V	VBD	O
	she	O	PRP	O
	was	V	VBD	O
	there.	R	JJ	O
	weird	A	NN	O
	0	0	0	O
Sentence: 314	3	$	CD	O
	weeks	N	NNS	O
	sober	A	RB	O
	without	P	IN	O
	xanax	N	NNP	O
	🙌🏼	,	NN	O
	0	0	0	O
Sentence: 315	@dougcarter4	@	NN	O
	get	V	VBP	O
	well	R	RB	O
	soon,	R	RB	O
	sir.	V	JJ	O
	levaquin	N	NN	O
	did	V	VBD	O
	a	D	DT	O
	number	N	NN	O
	on	P	IN	O
	my	D	PRP$	O
	joints	N	NNS	O
	a	D	DT	O
	few	A	JJ	O
	years	N	NNS	O
	back.	R	VBP	O
	0	0	0	O
Sentence: 316	my	D	PRP$	O
	vision	N	NN	O
	is	V	VBZ	O
	blurred	A	VBN	O
	rn	N	NN	O
	from	P	IN	O
	tbis	^	NN	O
	oxycodone	^	NN	O
	0	0	0	O
Sentence: 317	Adderall	^	DT	O
	and	&	CC	O
	coffee	N	NN	O
	is	V	VBZ	O
	a	D	DT	O
	horrible	A	JJ	O
	combo	N	NN	O
	0	0	0	O
Sentence: 318	for	P	IN	O
	the	D	DT	O
	first	A	JJ	O
	time	N	NN	O
	in	P	IN	O
	ages	N	NNS	O
	i've	L	VBP	O
	taken	V	VBN	O
	2	P	CD	O
	gabapentin	^	NN	O
	and	&	CC	O
	paracetamol.	N	NN	O
	i'm	L	NN	O
	sore	A	NN	O
	and	&	CC	O
	i'm	L	NN	O
	emotional...	A	VBP	O
	don't	V	NN	O
	mess	V	NN	O
	with	P	IN	O
	me.	O	NN	O
	0	0	0	O
Sentence: 319	that	D	DT	O
	time	N	NN	O
	that	P	WDT	O
	tamiflu	N	VBZ	O
	bs	N	NN	O
	broke	V	VBD	O
	me	O	PRP	O
	out	T	RP	O
	in	P	IN	O
	hives!!	N	NN	O
	😖😖	E	NN	O
	0	0	0	O
Sentence: 320	i	O	NN	O
	should	V	MD	O
	really	R	RB	O
	do	V	VB	O
	somethjng	R	RB	O
	more	A	RBR	O
	effient	N	JJ	O
	with	P	IN	O
	my	D	PRP$	O
	time	N	NN	O
	but	&	CC	O
	i	O	VBP	O
	need	V	VBP	O
	a	D	DT	O
	nap.	N	NN	O
	going	V	VBG	O
	to	P	TO	O
	sleep	V	VB	O
	at	P	IN	O
	3am	$	CD	O
	&amp;	N	NNS	O
	waking	V	VBG	O
	up	T	RP	O
	every	D	DT	O
	so	R	RB	O
	often	R	RB	O
	is	V	VBZ	O
	not	R	RB	O
	fun.	N	JJ	O
	0	0	0	O
Sentence: 321	@jenifermeer	@	NN	O
	i	O	NN	O
	was	V	VBD	O
	on	P	IN	O
	remicade	^	NN	O
	for	P	IN	O
	two	$	CD	O
	years.	N	NN	O
	i	O	NN	O
	was	V	VBD	O
	allergic	A	JJ	O
	to	P	TO	O
	it	O	PRP	O
	and	&	CC	O
	made	V	VBD	O
	me	O	PRP	O
	really	R	RB	O
	sick.	A	VB	O
	humira	^	NN	O
	i've	L	RB	O
	been	V	VBN	O
	on	P	IN	O
	three	$	CD	O
	years	N	NNS	O
	i	O	VBP	O
	think.	V	VBP	O
	0	0	0	O
Sentence: 322	@jasondominy	@	JJ	O
	thanks	N	NNS	O
	for	P	IN	O
	sharing,	V	NN	O
	dude!	N	NNS	O
	have	V	VBP	O
	you	O	PRP	O
	had	V	VBD	O
	issues	N	NNS	O
	w/nausea	P	NN	O
	from	P	IN	O
	strattera?	N	JJ	O
	i’m	L	NN	O
	in	P	IN	O
	a	D	DT	O
	debate	N	NN	O
	b/w	P	NN	O
	that	O	WDT	O
	and	&	CC	O
	vyvanse	^	JJ	O
	re:	^	JJ	O
