Sentence #	Word	POS	NPOS	Tag	
	crippled	A	VBN	B-ADR
	since	P	IN	O
	oct	^	NN	O
	of	P	IN	O
	'09	$	JJ	O
	thanks	N	NNS	O
	to	P	TO	O
	just	R	RB	O
	12	$	CD	O
	cipro	N	JJ	O
	pills	N	NNS	O
	here...run	R	VBP	O
	for	P	IN	O
	your	D	PRP$	O
	life	N	NN	O
	!	,	.	O
	tendon	N	JJ	B-ADR
	rupture	N	NN	I-ADR
	is	V	VBZ	O
	only	R	RB	O
	the	D	DT	O
	tip	N	NN	O
	of	P	IN	O
	the	D	DT	O
	iceberg	N	NN	O
	.	,	.	O
	0	0	0	O
Sentence: 403	@doctormcpa	@	NN	O
	had	V	VBD	O
	my	D	PRP$	O
	doctor	N	NN	O
	attempted	V	VBD	O
	to	P	TO	O
	treat	V	VB	O
	with	P	IN	O
	bactrim	N	JJ	O
	prior	R	JJ	O
	to	P	TO	O
	cipro	N	VB	O
	,	,	,	O
	i	O	VB	O
	wouldn't	V	VBP	O
	be	V	VB	O
	crippled	A	VBN	B-ADR
	today	N	NN	O
	.	,	.	O
	0	0	0	O
Sentence: 404	@youngq1313	@	JJ	O
	ya	!	NN	O
	i	O	NN	O
	refuse	V	VBP	O
	cipro	N	NN	O
	.	,	.	O
	i	O	VB	O
	do	V	VBP	O
	bactrum	V	VB	O
	if	P	IN	O
	i	O	JJ	O
	need	V	VBP	O
	an	D	DT	O
	antibiotic	N	JJ	O
	0	0	0	O
Sentence: 405	&	&	CC	O
	i'm	L	NN	O
	about	P	IN	O
	to	P	TO	O
	be	V	VB	O
	sick	A	JJ	B-ADR
	af	N	NN	O
	tomorrow	N	NN	O
	because	P	IN	O
	i	O	NN	O
	ran	V	VBD	O
	out	P	IN	O
	of	P	IN	O
	paxil	^	NN	O
	#withdrawal	N	NN	B-ADR
	0	0	0	O
Sentence: 406	@thebookgirl985	@	JJ	O
	trazodone	^	NN	O
	makes	V	VBZ	O
	me	O	PRP	O
	hungry	A	JJ	B-ADR
	.	,	.	O
	prop	V	VB	B-ADR
	my	D	PRP$	I-ADR
	eyelids	N	NNS	I-ADR
	open	V	JJ	I-ADR
	with	P	IN	O
	toothpicks	^	NNS	O
	and	&	CC	O
	drive	V	VB	O
	me	O	PRP	O
	to	P	TO	O
	a	D	DT	O
	buffet	N	NN	O
	?	,	.	O
	0	0	0	O
Sentence: 407	@stu_89	@	JJ	O
	nice	A	JJ	O
	to	P	TO	O
	know	V	VB	O
	,	,	,	O
	still	R	RB	O
	not	R	RB	O
	out	P	IN	O
	of	P	IN	O
	2nd	$	CD	O
	relapse	N	NN	O
	,	,	,	O
	got	V	VBD	O
	to	P	TO	O
	give	V	VB	O
	tysabri	^	VB	O
	a	D	DT	O
	go	N	NN	O
	i	O	NN	O
	think	V	VBP	O
	,	,	,	O
	just	R	RB	O
	scared	A	VBN	O
	about	P	IN	O
	the	D	DT	O
	brain	N	NN	O
	virus	N	NN	O
	.	,	.	O
	0	0	0	O
Sentence: 1	rt	~	JJ	O
	@dmpharmresearch	@	NN	O
	:	~	:	O
	@nejm	@	NN	O
	publishes	V	NNS	O
	exciting	A	VBG	O
	phiii	N	JJ	O
	trial	N	NN	O
	results	N	NNS	O
	for	P	IN	O
	#eliquis	^	NNP	O
	(apixaban)	^	NNP	O
	suggesting	V	VBG	O
	a	D	DT	O
	hopeful	A	JJ	O
	alternative	N	NN	O
	for	P	IN	O
	vte	N	NN	O
	#isth20�	#	NN	O
	0	0	0	O
Sentence: 2	get	V	VB	O
	some	D	DT	O
	abreva	^	NN	O
	and	&	CC	O
	rub	V	VB	O
	it	O	PRP	O
	on	P	IN	O
	your	D	PRP$	O
	cock	N	NN	O
	b4	P	NN	O
	u	O	NN	O
	use	V	IN	O
	it	O	PRP	O
	next	A	JJ	O
	.	,	.	O
	or	&	CC	O
	take	V	VB	O
	some	D	DT	O
	avelox	N	NN	O
	.	,	.	O
	0	0	0	O
Sentence: 3	#download	#	NN	O
	avelox	^	SYM	O
	-	,	:	O
	a	D	DT	O
	medical	A	JJ	O
	dictionary	N	NN	O
	,	,	,	O
	bibliography	N	NN	O
	,	,	,	O
	and	&	CC	O
	annotated	A	VBD	O
	research	N	NN	O
	guide	N	NN	O
	to	P	TO	O
	internet	N	VB	O
	references	N	NNS	O
	-	,	:	O
	icon	N	NN	O
	health..	N	NN	O
	.	,	.	O
	@workshopguides	@	NNS	O
	0	0	0	O
Sentence: 4	@misterak47	@	JJ	O
	@cbs	@	NN	O
	i	O	NN	O
	don't	V	VBP	O
	know	V	VB	O
	what	O	WP	O
	that	O	WDT	O
	has	V	VBZ	O
	to	P	TO	O
	do	V	VB	O
	w/	P	VB	O
	me	O	PRP	O
	.	,	.	O
	avelox	^	NN	O
	has	V	VBZ	O
	hurt	V	VBN	O
	my	D	PRP$	O
	connective	A	JJ	B-ADR
	tissue	N	NN	I-ADR
	,	,	,	O
	lungs	N	NNS	B-ADR
	and	&	CC	O
	thyroid	N	NN	B-ADR
	.	,	.	O
	i	O	JJ	O
	guess	V	NN	O
	i	O	NN	O
	should	V	MD	O
	feel	V	VB	O
	lucky	A	JJ	O
	0	0	0	O
Sentence: 5	i	O	NN	O
	am	V	VBP	O
	never	R	RB	O
	taking	V	VBG	O
	baclofen	N	NN	O
	and	&	CC	O
	norflex	V	VBP	O
	the	D	DT	O
	same	A	JJ	O
	day	N	NN	O
	again	R	RB	O
	.	,	.	O
	first	A	JJ	O
	i	O	NN	O
	felt	V	VBD	O
	super	R	JJ	O
	drowsy	A	NN	B-ADR
	but	&	CC	O
	now	R	RB	O
	i	O	JJ	O
	feel	V	VBP	O
	extremely	R	RB	O
	high	A	JJ	B-ADR
	and	&	CC	O
	it's	L	JJ	O
	freaking	V	VBG	O
	me	O	PRP	O
	out	T	IN	O
	.	,	.	O
	0	0	0	O
Sentence: 6	baclofen	^	NN	O
	gives	V	VBZ	O
	me	O	PRP	O
	a	D	DT	O
	head	N	JJ	O
	high	A	JJ	B-ADR
	but	&	CC	O
	it	O	PRP	O
	makes	V	VBZ	O
	me	O	PRP	O
	feel	V	VB	B-ADR
	like	P	IN	I-ADR
	throwing	V	VBG	I-ADR
	up	T	RP	I-ADR
	after	P	IN	O
	.	,	.	O
	ugh	!	JJ	O
	.	,	.	O
	#thestruggle	#	NN	O
	0	0	0	O
Sentence: 7	@shiftms	@	JJ	O
	@positiveaboutms	@	NNP	O
	question	N	NN	O
	about	P	IN	O
	sleeping	V	VBG	O
	probs	R	NN	O
	at	P	IN	O
	night	N	NN	O
	.	,	.	O
	anyone	N	NN	O
	else	R	RB	O
	encountering	V	VBG	O
	this	O	DT	O
	?	,	.	O
	baclofen	V	NN	O
	perhaps	R	RB	O
	?	,	.	O
	cheers	N	NNS	O
	x	E	VBP	O
	0	0	0	O
Sentence: 8	@rogerrdharris	@	JJ	O
	@rfdsdoc	@	NNP	O
	@toxtalk	@	NNP	O
	@poisonreview	@	NNP	O
	cause	P	NN	O
	here	R	RB	O
	is	V	VBZ	O
	baclofen	D	JJ	O
	toxicity(mostly)not	N	JJ	O
	bd.no	U	NN	O
	plausible	A	JJ	O
	cause	P	NN	O
	but	&	CC	O
	testing	V	NN	O
	was	V	VBD	O
	done	V	VBN	O
	,	,	,	O
	caveat	N	NN	O
	0	0	0	O
Sentence: 9	the	D	DT	O
	cipro	N	NN	O
	in	P	IN	O
	you	O	PRP	O
	eyes	N	VBP	O
	burns	V	NNS	B-ADR
	but	&	CC	O
	works	V	VBZ	O
	its	L	PRP$	O
	buffered	V	JJ	O
	for	P	IN	O
	your	D	PRP$	O
	ears	N	NNS	O
	seems	V	VBZ	O
	stupid	A	JJ	O
	but	&	CC	O
	if	P	IN	O
	they	O	PRP	O
	take	V	VBP	O
	your	D	PRP$	O
	life	N	NN	O
	take	V	VB	O
	it	O	PRP	O
	back	R	RP	O
	0	0	0	O
Sentence: 10	got	V	VBD	O
	a	D	DT	O
	script	N	NN	O
	of	P	IN	O
	cipro	N	NN	O
	for	P	IN	O
	a	D	DT	O
	uti	N	NN	O
	for	P	IN	O
	#motherday	N	NN	O
	.	,	.	O
	lol	!	NN	O
	,	,	,	O
	thank	V	NN	O
	god	^	NN	O
	for	P	IN	O
	walk	V	NN	O
	in	P	IN	O
	clinics	N	NNS	O
	.	,	.	O
	0	0	0	O
Sentence: 11	the	D	DT	O
	pathway	N	NN	O
	of	P	IN	O
	cipro	N	NN	O
	is	V	VBZ	O
	definitely	R	RB	O
	murdering	V	VBG	B-ADR
	my	D	PRP$	I-ADR
	mind	N	NN	I-ADR
	right	R	RB	O
	now	R	RB	O
	?	,	.	O
	#donedonedone	#	NN	O
	0	0	0	O
Sentence: 12	the	D	DT	O
	fluoroquinolone	^	JJ	O
	syndrome	^	JJ	O
	&lt;-have	V	NN	O
	you	O	PRP	O
	experienced	V	VBD	O
	side	N	JJ	O
	effects	N	NNS	O
	from	P	IN	O
	taking	V	VBG	O
	quinolones	D	NNS	O
	antibiotics	N	NNS	O
	(e.g	N	VBP	O
	.	,	.	O
	cipro)	N	NN	O
	?	,	.	O
	0	0	0	O
Sentence: 13	starting	V	VBG	O
	the	D	DT	O
	cipro	N	NN	O
	and	&	CC	O
	flagyl	^	NN	O
	today	N	NN	O
	:	,	:	O
	(	,	(	O
	this	O	DT	O
	should	V	MD	O
	be	V	VB	O
	fuuuuun	N	JJ	O
	0	0	0	O
Sentence: 14	@princessdolly85	@	VB	O
	off	P	RP	O
	ivs	N	NN	O
	for	P	IN	O
	another	D	DT	O
	3	$	CD	O
	weeks	N	NNS	O
	for	P	IN	O
	til	P	NN	O
	tue	^	NN	O
	til	P	NN	O
	improve	V	VB	O
	or	&	CC	O
	ivs	N	VB	O
	sooner	R	NN	O
	:	,	:	O
	-/	G	JJ	O
	hope	V	VBP	O
	cipro	N	NNS	O
	have	V	VBP	O
	helped	V	VBN	O
	,	,	,	O
	shame	N	VB	O
	about	P	IN	O
	no	D	DT	O
	sun	N	NN	O
	0	0	0	O
Sentence: 15	rt	~	NN	O
	@lemonka	@	NN	O
	:	~	:	O
	the	D	DT	O
	lady	N	NN	O
	from	P	IN	O
	the	D	DT	O
	bank	N	NN	O
	later	R	RB	O
	said	V	VBD	O
	sir	N	NN	O
	this	O	DT	O
	means	V	VBZ	O
	that	P	IN	O
	cipro	N	JJ	O
	discontinued	V	VBN	O
	your	D	PRP$	O
	business	N	NN	O
	&	&	CC	O
	since	P	IN	O
	this	O	DT	O
	a	D	DT	O
	...	,	:	O
	http	U	NN	O
	:	~	:	O
	//t.co/qjmiuram�	G	NN	O
	0	0	0	O
Sentence: 16	harde	^	NN	O
	rt	~	NN	O
	@baokent	@	NN	O
	:	~	:	O
	:	E	:	O
	(	E	(	O
	�@lemonka	@	NN	O
	:	~	:	O
	great	A	JJ	O
	cipro	N	NN	O
	advertised	V	VBD	O
	my	D	PRP$	O
	company	N	NN	O
	for	P	IN	O
	interested	A	JJ	O
	bidders.�	N	NN	O
	0	0	0	O
Sentence: 17	rt	~	NN	O
	@indigo_rosie	@	NN	O
	:	~	:	O
	my	D	PRP$	O
	medication	N	NN	O
	gives	V	VBZ	O
	me	O	PRP	O
	weird	A	JJ	B-ADR
	&	&	CC	I-ADR
	bizarre	A	JJ	I-ADR
	dreams	N	NNS	I-ADR
	.	,	.	O
	not	R	RB	O
	all	D	DT	O
	bad	A	JJ	O
	though	P	IN	O
	.	,	.	O
	last	A	JJ	O
	night	N	NN	O
	i	O	NN	O
	had	V	VBD	O
	dinner	N	NN	O
	with	P	IN	O
	the	D	DT	O
	rolling	A	VBG	O
	stones	N	NNS	O
	#cipro�	#	NNS	O
	0	0	0	O
Sentence: 18	@simbukha	@	NN	O
	hey	!	NN	O
	sim	!	NN	O
	!	,	.	O
	i	O	NN	O
	never	R	RB	O
	chat	V	WP	O
	wth	!	VBD	O
	u	O	JJ	O
	via	P	IN	O
	dis	D	JJ	O
	social	A	JJ	O
	netwek	N	NN	O
	,	,	,	O
	r	V	NN	O
	u	O	JJ	O
	great	A	JJ	O
	dou	G	NN	O
	?	,	.	O
	@cypro	@	JJ	O
	0	0	0	O
Sentence: 19	i	O	NN	O
	hope	V	VBP	O
	this	D	DT	O
	annual	A	JJ	O
	cipro	N	NN	O
	diet	N	JJ	O
	tradition	N	NN	O
	doesn�t	V	VBZ	O
	become	V	VB	O
	a	D	DT	O
	tradit�	N	JJ	O
	damnit	!	NN	O
	.	,	.	O
	0	0	0	O
Sentence: 20	@rickywarwick	@	NNS	O
	so	R	RB	O
	true	A	JJ	O
	ricky	^	NN	O
	!	,	.	O
	i	O	JJ	O
	went	V	VBD	O
	into	P	IN	O
	anaphylactic	N	JJ	B-ADR
	shock	N	NN	I-ADR
	&	&	CC	O
	almost	R	RB	B-ADR
	died	V	VBD	I-ADR
	from	P	IN	O
	taking	V	VBG	O
	cipro	N	JJ	O
	!	,	.	O
	dangerous	A	JJ	O
	drug	N	NN	O
	-	,	:	O
	be	V	VB	O
	careful	A	JJ	O
	!	,	.	O
	!	,	.	O
	take	V	VB	O
	care	N	NN	O
	.	,	.	O
	0	0	0	O
Sentence: 21	cipro	N	NN	O
	makes	V	VBZ	O
	my	D	PRP$	O
	nose	N	JJ	B-ADR
	feel	V	NN	I-ADR
	like	P	IN	I-ADR
	its	L	PRP$	I-ADR
	bleeding	V	NN	I-ADR
	.	,	.	O
	but	&	CC	O
	it's	L	JJ	O
	not	R	RB	O
	.	,	.	O
	#phantomsangre	#	VB	O
	0	0	0	O
Sentence: 22	@reditlhabi	@	NN	O
	after	P	IN	O
	holding	V	VBG	O
	for	P	IN	O
	2	$	CD	O
	hours	N	NNS	O
	on	P	IN	O
	#cipc	^	JJ	O
	#cipro	^	NNP	O
	,	,	,	O
	the	D	DT	O
	consultant	N	NN	O
	just	R	RB	O
	greeted	V	VBN	O
	,	,	,	O
	asked	V	VBD	O
	my	D	PRP$	O
	problem	N	NN	O
	and	&	CC	O
	dropped	V	VBD	O
	the	D	DT	O
	phone	N	NN	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	!	,	.	O
	0	0	0	O
Sentence: 23	all	D	DT	O
	i	O	NNS	O
	have	V	VBP	O
	to	P	TO	O
	say	V	VB	O
	is	V	VBZ	O
	cipro	N	JJ	O
	will	V	MD	O
	mess	V	VB	O
	you	O	PRP	O
	up	A	RP	O
	kids	N	NNS	O
	.	,	.	O
	don't	V	VB	O
	get	V	VB	O
	sick	A	JJ	O
	!	,	.	O
	#blagh	#	JJ	O
	#gross	#	IN	O
	#weak	#	NN	B-ADR
	0	0	0	O
Sentence: 24	@jessielee122	@	IN	O
	you	O	PRP	O
	can	V	MD	O
	say	V	VB	O
	that	O	DT	O
	again	R	RB	O
	!	,	.	O
	i	O	NN	O
	trusted	V	VBD	O
	my	D	PRP$	O
	doc	N	NN	O
	and	&	CC	O
	ended	V	VBD	O
	up	T	RB	O
	crippled	A	JJ	B-ADR
	thanks	N	NNS	O
	to	P	TO	O
	just	R	RB	O
	12	$	CD	O
	cipro	N	JJ	O
	pills	N	NNS	O
	.	,	.	O
	going	V	VBG	O
	on	P	IN	O
	4	$	CD	O
	years	N	NNS	O
	now	R	RB	O
	.	,	.	O
	0	0	0	O
Sentence: 25	@doctormcpa	@	JJ	O
	@sarahrnay	@	NNP	O
	am	V	VBP	O
	i	O	JJ	O
	reading	V	NN	O
	this	O	DT	O
	correctly...are	R	NN	O
	you	O	PRP	O
	prescribing	V	VBP	O
	cipro	N	NNS	O
	for	P	IN	O
	simple	A	JJ	O
	utis	N	NN	O
	?	,	.	O
	?	,	.	O
	0	0	0	O
Sentence: 26	i'm	L	VB	O
	too	R	RB	O
	numb	A	JJ	B-ADR
	to	P	TO	I-ADR
	feel	V	VB	I-ADR
	,	,	,	O
	blow	N	VB	O
	out	P	RP	O
	the	D	DT	O
	candle	N	NN	O
	,	,	,	O
	blindness	N	NN	O
	#np	#	NN	O
	#cymbalta	#	NN	O
	0	0	0	O
Sentence: 27	@kenzo_fosho	@	JJ	O
	depression	N	NN	O
	hurts	V	VBZ	O
	cymbalta	N	NN	O
	can	V	MD	O
	help	V	VB	O
	0	0	0	O
Sentence: 28	depression	N	NN	O
	hurts	V	VBZ	O
	cymbalta	N	NN	O
	can	V	MD	O
	kill	V	VB	O
	you	O	PRP	O
	0	0	0	O
Sentence: 29	depression	N	NN	O
	hurts	V	VBZ	O
	cymbalta	N	NN	O
	can	V	MD	O
	help	V	VB	O
	0	0	0	O
Sentence: 30	@docwashburn	@	NN	O
	i'm	L	VBZ	O
	not	R	RB	O
	trying	V	VBG	O
	to	P	TO	O
	start	V	VB	O
	any	D	DT	O
	immature	A	NN	O
	fight	N	NN	O
	with	P	IN	O
	you	O	PRP	O
	.	,	.	O
	but	&	CC	O
	ask	V	VB	O
	you	O	PRP	O
	to	P	TO	O
	realize	V	VB	O
	how	R	WRB	O
	dangerous	A	JJ	O
	"	,	NN	O
	"	,	NNP	O
	medicine	N	NN	O
	"	,	NNP	O
	"	,	NNP	O
	is	V	VBZ	O
	.	,	.	O
	like	P	IN	O
	"	,	NNP	O
	"	,	NNP	O
	cymbalta	N	NN	O
	"	,	NNP	O
	"	,	NNP	O
	.	,	.	O
	0	0	0	O
Sentence: 31	i	O	NN	O
	don't	V	VBP	O
	get	V	VB	O
	why	R	WRB	O
	they	O	PRP	O
	make	V	VBP	O
	stuff	N	NN	O
	like	P	IN	O
	cymbalta	N	NN	O
	to	P	TO	O
	decrease	V	VB	O
	the	D	DT	O
	suicide	N	NN	O
	rate	N	NN	O
	,	,	,	O
	when	R	WRB	O
	there	X	EX	O
	are	V	VBP	O
	bunch	N	NN	O
	of	P	IN	O
	precautions	N	NNS	O
	about	P	IN	O
	how	R	WRB	O
	it	O	PRP	O
	may	V	MD	O
	kill	V	VB	O
	you	O	PRP	O
	.	,	.	O
	0	0	0	O
Sentence: 32	my	D	PRP$	O
	sim	N	JJ	O
	card	N	NN	O
	isn't	V	NN	O
	working	V	VBG	O
	aaggh	!	NN	O
	i	O	JJ	O
	feel	V	VBP	O
	like	P	IN	O
	im	L	NN	O
	having	V	VBG	O
	cymbalta	N	NN	O
	withdrawal	N	NN	B-ADR
	again	R	RB	O
	aaagh	!	JJ	O
	aaaggh	!	NN	O
	0	0	0	O
Sentence: 33	rejection	N	NN	O
	hurts	V	NNS	O
	,	,	,	O
	cymbalta	N	NN	O
	can	V	MD	O
	help	V	VB	O
	http	U	VB	O
	:	~	:	O
	//t.co/wzwddt6hyc	G	NN	O
	0	0	0	O
Sentence: 34	@stevecoy	@	JJ	O
	@joelanair	@	NN	O
	all	X	PDT	O
	the	D	DT	O
	things	N	NNS	O
	i	O	VBP	O
	have	V	VBP	O
	just	R	RB	O
	make	V	VB	O
	me	O	PRP	O
	sleepy	A	VB	B-ADR
	as	P	IN	O
	hell	N	NN	O
	:	,	:	O
	cymbalta	N	NN	O
	,	,	,	O
	klonopin	N	NN	O
	,	,	,	O
	ambien	^	NN	O
	.	,	.	O
	wait	V	VB	O
	what	O	WP	O
	if	P	IN	O
	i	O	JJ	O
	take	V	VBP	O
	em	O	VBP	O
	all	D	DT	O
	togethhssaagg	N	NN	O
	0	0	0	O
Sentence: 35	@galaxiianxoxo	@	JJ	O
	depression	N	NN	O
	hurts	V	NNS	O
	,	,	,	O
	cymbalta	N	NN	O
	can	V	MD	O
	help	V	VB	O
	.	,	.	O
	0	0	0	O
Sentence: 36	some	D	DT	O
	girls	N	NNS	O
	are	V	VBP	O
	to	P	TO	O
	depressed	V	VBN	O
	for	P	IN	O
	nothing	N	NN	O
	.	,	.	O
	bitch	N	VB	O
	take	V	VB	O
	cymbalta	N	NN	O
	or	&	CC	O
	something	N	NN	O
	shit	N	NNS	O
	0	0	0	O
Sentence: 37	coming	V	VBG	O
	off	T	RP	O
	cymbalta	N	NN	O
	cold	A	JJ	O
	turkey.	N	NN	O
	.	,	.	O
	day	N	NN	O
	4..	$	CD	O
	.	,	.	O
	i	O	JJ	O
	think	V	VBP	O
	i	O	NNS	O
	have	V	VBP	O
	vertigo	N	NN	B-ADR
	!	,	.	O
	this	O	DT	O
	is	V	VBZ	O
	awful	A	JJ	O
	.	,	.	O
	0	0	0	O
Sentence: 38	well	!	RB	O
	you	O	PRP	O
	better	R	JJR	O
	go	V	VB	O
	get	V	VB	O
	your	D	PRP$	O
	depressed	A	JJ	O
	ass	N	NN	O
	to	P	TO	O
	that	D	DT	O
	store	N	NN	O
	and	&	CC	O
	get	V	VB	O
	you	O	PRP	O
	some	D	DT	O
	cymbalta	N	VBP	O
	"	,	JJ	O
	"	,	NNP	O
	@gayass_kathy	@	NN	O
	:	~	:	O
	how	R	WRB	O
	i	O	JJ	O
	feel	V	VBP	O
	http	U	NNS	O
	:	~	:	O
	//t.co/9yfea2otmj	G	NN	O
	"	,	NN	O
	"	,	NN	O
	0	0	0	O
Sentence: 39	somebody	N	NN	O
	pass	V	VBZ	O
	the	D	DT	O
	cymbalta	N	NN	O
	0	0	0	O
Sentence: 40	and	&	CC	O
	so	P	IN	O
	it	O	PRP	O
	was	V	VBD	O
	decreed	V	VBN	O
	on	P	IN	O
	this	D	DT	O
	day	N	NN	O
	in	P	IN	O
	2013	$	CD	O
	,	,	,	O
	year	N	NN	O
	of	P	IN	O
	our	D	PRP$	O
	lord	N	NN	O
	that	P	IN	O
	my	D	PRP$	O
	first	A	JJ	O
	born	V	VBN	O
	shall	V	MD	O
	be	V	VB	O
	nameth	^	JJ	O
	cymbalta	^	NN	O
	.	,	.	O
	0	0	0	O
Sentence: 41	just	R	RB	O
	timed	V	VBN	O
	a	D	DT	O
	cymbalta	N	JJ	O
	commercial	N	JJ	O
	.	,	.	O
	50	$	CD	O
	of	P	IN	O
	the	D	DT	O
	70	$	CD	O
	seconds	N	NNS	O
	was	V	VBD	O
	side	N	JJ	O
	effects	N	NNS	O
	and	&	CC	O
	warnings	N	NNS	O
	.	,	.	O
	so	R	RB	O
	,	,	,	O
	how	R	WRB	O
	bad	A	JJ	O
	is	V	VBZ	O
	your	D	PRP$	O
	arthritis	N	NN	O
	?	,	.	O
	?	,	.	O
	0	0	0	O
Sentence: 42	depression	N	NN	O
	hurts	V	NNS	O
	.	,	.	O
	cymbalta	N	NN	O
	can	V	MD	O
	help	V	VB	O
	.	,	.	O
	0	0	0	O
Sentence: 43	i	O	NN	O
	feel	V	VBP	O
	soo	R	RB	O
	much	A	RB	O
	better	A	JJR	O
	today	N	NN	O
	,	,	,	O
	cymbalta	N	NN	O
	with	P	IN	B-ADR
	drawls	N	NN	I-ADR
	are	V	VBP	O
	going	V	VBG	O
	away	R	RB	O
	:	,	:	O
	))	,	NN	O
	0	0	0	O
Sentence: 44	@neomoms	@	NNS	O
	i	O	NN	O
	had	V	VBD	O
	been	V	VBN	O
	blaming	V	VBG	O
	my	D	PRP$	O
	dizziness	N	NN	B-ADR
	upon	P	IN	O
	standing	V	VBG	O
	to	P	TO	O
	my	D	PRP$	O
	menopause	N	NN	O
	but	&	CC	O
	now	R	RB	O
	on	P	IN	O
	hrt	^	NN	O
	&	&	CC	O
	no	R	DT	O
	more	A	JJR	O
	flashes	N	NNS	O
	so	P	RB	O
	looked	V	VBD	O
	at	P	IN	O
	cymbalta	^	JJ	O
	side	N	NN	O
	effs	V	NNS	O
	0	0	0	O
Sentence: 45	@deltrimental	@	JJ	O
	effexor	G	NN	O
	i	O	NN	O
	found	V	VBD	O
	was	V	VBD	O
	not	R	RB	O
	so	R	RB	O
	bad	A	JJ	O
	.	,	.	O
	currently	R	RB	O
	on	P	IN	O
	cymbalta	N	NN	O
	&the	D	NN	O
	wdrawals	N	NNS	B-ADR
	are	V	VBP	O
	vile	A	JJ	O
	.	,	.	O
	internet	N	JJ	O
	full	N	JJ	O
	of	P	IN	O
	horror	N	NN	O
	stories	N	NNS	O
	,	,	,	O
	0	0	0	O
Sentence: 46	cymbalta	^	NN	O
	,	,	,	O
	my	D	PRP$	O
	mood	N	NN	B-ADR
	has	V	VBZ	O
	worsened	V	VBN	O
	0	0	0	O
Sentence: 47	from	P	IN	O
	jessica	^	NN	O
	i	O	NNS	O
	have	V	VBP	O
	recently	R	RB	O
	changed	V	VBN	O
	anti-depressants	N	NNS	O
	from	P	IN	O
	cymbalta	N	NN	O
	to	P	TO	O
	zoloft...does	V	VB	O
	anyone	N	NN	O
	else	R	RB	O
	get	V	VB	O
	daily	A	JJ	O
	migraines	N	NNS	B-ADR
	from	P	IN	O
	taking	V	VBG	O
	zoloft	N	CD	O
	?	,	.	O
	0	0	0	O
Sentence: 48	i	O	JJ	O
	swear	V	VBP	O
	thia	D	JJ	O
	cymbalta	N	NN	O
	is	V	VBZ	O
	causing	V	VBG	O
	me	O	PRP	O
	to	P	TO	O
	have	V	VB	O
	horrible	A	JJ	O
	nightmares	N	NNS	B-ADR
	!	,	.	O
	0	0	0	O
Sentence: 49	rt	~	NN	O
	@em_wolbert	@	NN	O
	:	~	:	O
	depression	N	NN	O
	hurts	V	NNS	O
	,	,	,	O
	cymbalta	N	NN	O
	can	V	MD	O
	help	V	VB	O
	0	0	0	O
Sentence: 50	i	O	NNS	O
	rilly	R	RB	O
	want	V	VBP	O
	to	P	TO	O
	get	V	VB	O
	off	T	RP	O
	cymbalta	N	NN	O
	but	&	CC	O
	i	O	VBP	O
	don't	V	VBP	O
	want	V	VBP	O
	to	P	TO	O
	suffer	V	VB	O
	through	P	IN	O
	terrible	A	JJ	O
	withdrawals	N	NNS	B-ADR
	0	0	0	O
Sentence: 51	@ettube	@	JJ	O
	@davidjuurlink	@	NN	O
	did	V	VBD	O
	you	O	PRP	O
	know	V	VBP	O
	that	D	DT	O
	pts	N	NNS	O
	on	P	IN	O
	dabigatran	^	NN	O
	in	P	IN	O
	re-ly	A	JJ	O
	had	V	VBD	O
	increased	A	VBN	O
	rate	N	NN	O
	myocardial	A	NN	O
	ischemia	N	NN	O
	?	,	.	O
	interested	V	JJ	O
	in	P	IN	O
	postmarketing	N	VBG	O
	data	N	NNS	O
	0	0	0	O
Sentence: 52	rt	~	NN	O
	@awesomereview	@	NN	O
	:	~	:	O
	side	N	JJ	O
	effect	N	NN	O
	of	P	IN	O
	dabigatran	^	NN	O
	,	,	,	O
	bleeding	V	VBG	O
	where	R	WRB	O
	?	,	.	O
	0	0	0	O
Sentence: 53	@_nmay	@	JJ	O
	thanks	N	NNS	O
	for	P	IN	O
	posting	V	VBG	O
	this	O	DT	O
	!	,	.	O
	have	V	VBP	O
	often	R	RB	O
	wondered	V	VBN	O
	about	P	IN	O
	new	A	JJ	O
	oacs	N	NNS	O
	like	P	IN	O
	dabigatran	^	NN	O
	and	&	CC	O
	bleeding	V	NN	O
	crises	N	NNS	O
	.	,	.	O
	0	0	0	O
Sentence: 54	rt	~	NN	O
	@myeloma_doc	@	NN	O
	:	~	:	O
	data	N	NNS	O
	with	P	IN	O
	denosumab	N	NN	O
	in	P	IN	O
	#myeloma	N	NN	O
	:	,	:	O
	may	V	MD	O
	be	V	VB	O
	alternative	N	JJ	O
	to	P	TO	O
	reduce	V	VB	O
	skeletal	A	JJ	O
	events	N	NNS	O
	in	P	IN	O
	deteriorating	V	VBG	O
	renal	A	JJ	O
	function	N	NN	O
	(http	N	NN	O
	:	,	:	O
	//t.co�	G	NN	O
	0	0	0	O
Sentence: 55	rt	~	NN	O
	@theannals	@	NNS	O
	:	~	:	O
	the	D	DT	O
	role	N	NN	O
	of	P	IN	O
	denosumab	^	NN	O
	for	P	IN	O
	prevention	N	NN	O
	of	P	IN	O
	skeletal-related	A	JJ	O
	complications	N	NNS	O
	in	P	IN	O
	multiple	A	JJ	O
