Sentence #	Word	POS	Tag	
Sentence: 67	toothache	N	O
	.	,	O
	discovered	V	O
	that	O	O
	somewhere	R	O
	in	P	O
	the	D	O
	paracetamol	N	O
	,	,	O
	codeine	N	O
	,	,	O
	sertraline	^	O
	#quetiapine	^	O
	combination	N	O
	there	X	O
	is	V	O
	a	D	O
	bad	A	O
	mix	N	O
	.	,	O
	#hallucinating	V	B-ADR
	0	0	O
Sentence: 68	@bella_astre	@	O
	quetiapine	^	O
	made	V	O
	me	O	O
	eat	V	O
	all	D	O
	the	D	O
	sweets	N	O
	,	,	O
	the	D	O
	sour	A	O
	ones	N	O
	seem	V	O
	to	P	O
	help	V	O
	with	P	O
	the	D	O
	dry	A	B-ADR
	mouth	N	I-ADR
	0	0	O
Sentence: 69	@disabledmedic	@	O
	quetiapine	!	O
	perhaps	R	O
	gives	V	O
	most	R	O
	dramatic	A	O
	effect	N	O
	for	P	O
	single	A	O
	low	A	O
	dose	N	O
	.	,	O
	no	!	O
	,	,	O
	pts	N	O
	are	V	O
	not	R	O
	being	V	O
	lazy	A	O
	in	P	O
	bed	N	O
	20	$	B-ADR
	hours	N	I-ADR
	a	D	I-ADR
	day	N	I-ADR
	,	,	I-ADR
	asleep	R	I-ADR
	!	,	O
	0	0	O
Sentence: 70	rt	~	O
	@bipolarblogger	@	O
	:	~	O
	since	P	O
	quetiapine's	Z	O
	messed	V	O
	with	P	O
	my	D	O
	prolactin	N	B-ADR
	levels	N	I-ADR
	,	,	O
	making	V	O
	my	D	O
	boobs	N	B-ADR
	humungous	N	I-ADR
	&	&	O
	my	D	O
	bras	N	O
	so	R	O
	expensive	A	O
	,	,	O
	i	O	O
	want	V	O
	a	D	O
	lingerie�	N	O
	0	0	O
Sentence: 71	rivaroxaban	^	O
	diary	N	O
	day	N	O
	8	$	O
	.	,	O
	left	V	O
	knee	N	O
	is	V	O
	much	R	O
	better	A	O
	.	,	O
	right	A	O
	knee	N	B-ADR
	still	R	I-ADR
	painful	A	I-ADR
	.	,	O
	back	R	B-ADR
	ache	V	I-ADR
	receding	V	O
	but	&	O
	suspect	V	O
	it	O	O
	will	V	O
	come	V	O
	back	R	O
	once	R	O
	in	P	O
	bed	N	O
	.	,	O
	0	0	O
Sentence: 72	08.15	$	O
	day	N	O
	13	$	O
	rivaroxaban	^	O
	diary	N	O
	.	,	O
	lower	A	B-ADR
	back	N	I-ADR
	ache	V	I-ADR
	,	,	O
	neck	N	B-ADR
	ache	V	I-ADR
	,	,	O
	hips	N	B-ADR
	and	&	O
	knees	N	B-ADR
	ache	V	I-ADR
	,	,	O
	short	A	B-ADR
	of	P	I-ADR
	breath	N	I-ADR
	,	,	O
	(am	D	O
	asthmatic)	A	O
	taken	V	O
	2paracetamol	R	O
	,	,	O
	to	P	O
	bed	N	O
	.	,	O
	0	0	O
Sentence: 73	06.30	$	O
	day	N	O
	14	$	O
	rivaroxaban	^	O
	diary	N	O
	.	,	O
	thanks	N	O
	to	P	O
	paracetamol	N	O
	and	&	O
	hot	A	O
	water	N	O
	bottle	N	O
	i	O	O
	had	V	O
	4	$	O
	hrs	N	O
	continuous	A	O
	sleep	N	O
	.	,	O
	woke	V	O
	uo	T	O
	with	P	O
	frontal	A	B-ADR
	headache	N	I-ADR
	,	,	O
	1/2	$	O
	0	0	O
Sentence: 74	13.24	$	O
	day	N	O
	15	$	O
	rivaroxaban	^	O
	diary	N	O
	.	,	O
	atrocious	A	O
	backache	N	B-ADR
	despite	P	O
	having	V	O
	taken	V	O
	paracetamol	N	O
	an	D	O
	hour	N	O
	ago	R	O
	.	,	O
	gone	V	O
	back	R	O
	to	P	O
	bed	N	O
	.	,	O
	0	0	O
Sentence: 75	21.21	$	O
	day	N	O
	19	$	O
	rivaroxaban	^	O
	diary	N	O
	.	,	O
	decided	V	O
	to	P	O
	continue	V	O
	until	P	O
	all	D	O
	aches	V	O
	gone	V	O
	.	,	O
	hips	N	O
	and	&	O
	legs	N	O
	still	R	O
	ache	V	O
	but	&	O
	much	R	O
	more	A	O
	mobile	A	O
	now	R	O
	.	,	O
	0	0	O
Sentence: 76	rivaroxaban	^	O
	diary	N	O
	day	N	O
	25	$	O
	muscle	N	B-ADR
	&	&	I-ADR
	back	R	I-ADR
	pains	V	I-ADR
	were	V	O
	due	A	O
	to	P	O
	being	V	O
	on	P	O
	rvxbn	^	O
	for	P	O
	10	$	O
	days	N	O
	,	,	O
	on	P	O
	it	O	O
	+	&	O
	losartan	^	O
	for	P	O
	8	$	O
	days	N	O
	,	,	O
	+	&	O
	losartan	^	O
	only	R	O
	for	P	O
	4	$	O
	days	N	O
	0	0	O
Sentence: 77	@doctorchristian	@	O
	is	V	O
	my	D	O
	memory	N	O
	really	R	O
	bad	A	O
	due	A	O
	to	P	O
	900mg	V	O
	seroquel	^	O
	and	&	O
	120mg	V	O
	cymbalta	N	O
	or	&	O
	the	D	O
	bipolar	A	O
	itself	O	O
	?	,	O
	i'm	L	O
	not	R	B-ADR
	remembering	V	I-ADR
	conversations	N	O
	0	0	O
Sentence: 78	@basic_chunnel	@	O
	@bromethazine	@	O
	i'm	L	O
	pretty	R	O
	lucid	A	O
	in	P	O
	all	D	O
	my	D	O
	dreams	N	O
	,	,	O
	and	&	O
	the	D	O
	seroquel	^	O
	drowsiness	N	B-ADR
	carried	V	O
	over	P	O
	into	P	O
	the	D	O
	dream	N	O
	.	,	O
	lolol	!	O
	.	,	O
	0	0	O
Sentence: 79	i	O	O
	can	V	O
	only	R	O
	get	V	O
	about	P	O
	7-8	$	O
	hours	N	O
	of	P	O
	sleep	N	B-ADR
	on	P	I-ADR
	my	D	I-ADR
	own	A	I-ADR
	.	,	I-ADR
	but	&	I-ADR
	i	O	I-ADR
	got	V	I-ADR
	at	P	I-ADR
	least	A	I-ADR
	16	$	I-ADR
	hours	N	I-ADR
	with	P	O
	seroquel	^	O
	.	,	O
	i	O	O
	now	R	O
	see	V	O
	how	R	O
	people	N	O
	can	V	O
	get	V	O
	addicted	A	O
	.	,	O
	0	0	O
Sentence: 80	maybe	R	O
	cos	P	O
	of	P	O
	the	D	O
	insulin	N	O
	blocking	V	O
	effect	N	O
	of	P	O
	seroquel	^	O
	but	&	O
	i	O	O
	do	V	O
	feel	V	O
	sugar	N	B-ADR
	crashes	N	I-ADR
	when	R	O
	eat	V	O
	fast	A	O
	carbs	N	O
	.	,	O
	will	V	O
	feel	V	B-ADR
	ill	L	I-ADR
	.	,	O
	so	P	O
	avoid	V	O
	where	R	O
	poss	A	O
	.	,	O
	0	0	O
Sentence: 81	trazodone	^	O
	isn't	V	O
	working	V	O
	.	,	O
	can't	V	O
	take	V	O
	seroquel	N	O
	at	P	O
	430	$	O
	am	N	O
	or	&	O
	i	O	O
	won't	V	B-ADR
	wake	V	I-ADR
	up	T	I-ADR
	until	P	O
	after	P	O
	2	$	O
	pm	N	O
	.	,	O
	stuck	V	O
	,	,	O
	painfully	R	O
	awake	A	O
	.	,	O
	0	0	O
Sentence: 82	why	R	O
	do	V	O
	i	O	O
	not	R	B-ADR
	remember	V	I-ADR
	going	V	O
	to	P	O
	bed	N	O
	or	&	O
	waking	V	O
	up	T	O
	(the	D	O
	answer	N	O
	:	,	O
	probably	R	O
	seroquel)	^	O
	0	0	O
Sentence: 83	personally	R	O
	i	O	O
	prefer	V	O
	staying	V	O
	up	T	O
	until	P	O
	i	O	O
	get	V	O
	hallucinations	N	O
	,	,	O
	to	P	O
	taking	V	O
	seroquel	N	O
	to	P	O
	get	V	O
	to	P	O
	sleep	V	O
	,	,	O
	but	&	O
	only	R	O
	because	P	O
	it's	L	O
	more	A	O
	fun	N	O
	for	P	O
	me	O	O
	0	0	O
Sentence: 84	i	O	O
	can't	V	O
	take	V	O
	this	D	O
	:	,	O
	(	,	O
	i	O	O
	thought	V	O
	having	V	O
	seroquel	^	O
	would	V	O
	make	V	O
	it	O	O
	easier	A	O
	but	&	O
	nope	!	O
	.	,	O
	my	D	O
	whole	A	O
	body	N	O
	feels	V	B-ADR
	like	P	I-ADR
	i	O	I-ADR
	have	V	I-ADR
	raw	A	I-ADR
	nerve	N	I-ADR
	endings	N	I-ADR
	going	V	O
	crazy	A	O
	0	0	O
Sentence: 85	you	O	O
	don't	V	O
	know	V	O
	insomnia	^	O
	until	P	O
	you	O	O
	take	V	O
	2	$	O
	seroquel	^	O
	and	&	O
	work	N	O
	out	N	O
	at	P	O
	3am	$	O
	.	,	O
	0	0	O
Sentence: 86	@suedoelawyer	@	O
	and	&	O
	with	P	O
	seroquel	^	O
	i	O	O
	take	V	O
	half	N	O
	of	P	O
	a	D	O
	25mg	$	O
	pill	N	O
	.	,	O
	and	&	O
	it	O	O
	knocks	V	O
	me	O	O
	out;	T	O
	i	O	O
	can	V	O
	sleep	V	B-ADR
	for	P	I-ADR
	12	$	I-ADR
	straight	A	I-ADR
	hours	N	I-ADR
	0	0	O
Sentence: 87	waitt..here	V	O
	it	O	O
	comes..the	V	O
	#seroquel	^	O
	is	V	O
	pulling	V	O
	me	O	O
	under..also	P	O
	i	O	O
	now	R	O
	have	V	O
	the	D	O
	sudden	N	O
	urge	N	B-ADR
	to	P	I-ADR
	procure	V	I-ADR
	food.	N	I-ADR
	.	,	O
	#fmlimugly	#	O
	0	0	O
Sentence: 88	but	&	O
	i	O	O
	don't	V	O
	want	V	O
	to	P	O
	take	V	O
	an	D	O
	ambien	N	O
	or	&	O
	trazodone	N	O
	or	&	O
	anything	N	O
	because	P	O
	i	O	O
	dint	V	O
	wanna	V	O
	restart	V	O
	my	D	O
	dependence	N	B-ADR
	upon	P	O
	them	O	O
	0	0	O
Sentence: 89	i	O	O
	think	V	O
	it's	L	O
	bad	A	O
	i'm	L	O
	consistently	R	O
	in	P	O
	bed	N	O
	by	P	O
	9	$	O
	and	&	O
	asleep	R	B-ADR
	by	P	O
	9	$	O
	:	,	O
	15	$	O
	.	,	O
	#trazodone	#	O
	0	0	O
Sentence: 90	holy	A	O
	shit	N	O
	,	,	O
	that	O	O
	trazodone	V	O
	actually	R	O
	knocked	V	B-ADR
	me	O	I-ADR
	the	D	I-ADR
	fuck	N	I-ADR
	out	T	I-ADR
	and	&	O
	took	V	O
	me	O	O
	for	P	O
	a	D	O
	ride	N	O
	0	0	O
Sentence: 91	wide	A	O
	awake	A	O
	and	&	O
	this	O	O
	trazodone	N	O
	starting	V	O
	to	P	O
	feel	V	O
	like	P	O
	a	D	O
	sugar	N	O
	pill.	N	O
	.	,	O
	i'd	L	O
	actually	R	O
	prefer	V	O
	to	P	O
	be	V	O
	at	P	O
	work	N	O
	right	R	O
	bout	P	O
	now	R	O
	.	,	O
	0	0	O
Sentence: 92	trazodone	^	O
	is	V	O
	fun	A	O
	because	P	O
	you	O	O
	get	V	O
	high	A	B-ADR
	,	,	O
	slowly	R	O
	fade	V	O
	into	P	O
	sleep	N	O
	,	,	O
	then	R	O
	wake	V	O
	up	T	O
	drunk	A	B-ADR
	as	P	O
	hell	N	O
	.	,	O
	0	0	O
Sentence: 93	i	O	O
	wish	V	O
	xanax	^	O
	made	V	O
	me	O	O
	tired	A	O
	.	,	O
	i	O	O
	also	R	O
	wish	V	O
	ambien	^	O
	,	,	O
	trazodone	N	O
	,	,	O
	lorazepam	N	O
	,	,	O
	lunesta	N	O
	,	,	O
	and	&	O
	temazepam	O	O
	did	V	O
	too	R	O
	.	,	O
	#tolerance	N	B-ADR
	#fml	#	O
	0	0	O
Sentence: 94	trazodone	^	O
	has	V	O
	screwed	V	O
	up	T	O
	my	D	O
	sleep	N	B-ADR
	schedule	N	I-ADR
	.	,	O
	its	L	O
	helping	V	O
	tho	R	O
	.	,	O
	0	0	O
Sentence: 95	@nighttraumadoc	@	O
	it	O	O
	works	V	O
	otherwise	R	O
	.	,	O
	my	D	O
	pcp	^	O
	started	V	O
	me	O	O
	on	P	O
	trazodone	^	O
	before	P	O
	.	,	O
	i	O	O
	felt	V	B-ADR
	like	P	I-ADR
	i.had	V	I-ADR
	a	D	I-ADR
	frontal	A	I-ADR
	lobotomy	N	I-ADR
	the	D	O
	following	N	O
	day	N	O
	0	0	O
Sentence: 96	my	D	O
	philly	^	O
	dr	^	O
	prescribed	V	O
	me	O	O
	trazodone	R	O
	,	,	O
	1pill	$	O
	made	V	O
	me	O	O
	so	R	O
	fkn	R	O
	sick	A	B-ADR
	,	,	O
	couldnt	V	B-ADR
	move	V	I-ADR
	2day.xtreme	N	O
	migraine	N	B-ADR
	,	,	O
	puke	V	B-ADR
	,	,	O
	shakes	V	B-ADR
	.	,	O
	any1else	N	O
	get	V	O
	that	O	O
	react	V	O
	?	,	O
	0	0	O
Sentence: 97	rt	~	O
	@aprilhunter	@	O
	:	~	O
	my	D	O
	philly	^	O
	dr	^	O
	prescribed	V	O
	me	O	O
	trazodone	R	O
	,	,	O
	1pill	$	O
	made	V	O
	me	O	O
	so	R	O
	fkn	R	O
	sick	A	B-ADR
	,	,	O
	couldnt	V	O
	move	V	O
	2day.xtreme	N	O
	migraine	N	B-ADR
	,	,	O
	puke	V	B-ADR
	,	,	O
	shakes	V	B-ADR
	.	,	O
	any1else	V	O
	�	,	O
	0	0	O
Sentence: 98	i	O	O
	went	V	O
	down	R	O
	to	P	O
	100	$	O
	mg	N	O
	of	P	O
	trazodone	N	O
	at	P	O
	night	N	O
	.	,	O
	the	D	O
	nightmares	N	B-ADR
	are	V	O
	gone	A	O
	but	&	O
	my	D	O
	insomnia	N	B-ADR
	got	V	O
	worse	A	O
	.	,	O
	0	0	O
Sentence: 99	sick	A	O
	of	P	O
	feeling	V	O
	tired	A	B-ADR
	.	,	O
	fed	V	O
	up	T	O
	of	P	O
	meds	N	O
	not	R	O
	working	V	O
	.	,	O
	loads	N	O
	to	P	O
	do	V	O
	today	N	O
	&	&	O
	no	D	B-ADR
	freaking	N	I-ADR
	motivation	N	I-ADR
	or	&	O
	energy	N	B-ADR
	#venlafaxine	#	O
	#day9	#	O
	0	0	O
Sentence: 100	11	$	O
	hours	N	O
	sleep	N	B-ADR
	and	&	O
	still	R	O
	i	O	O
	feel	V	O
	tired	A	B-ADR
	and	&	O
	dizzy	A	B-ADR
	#venlafaxine	#	O
	#day10	#	O
	0	0	O
Sentence: 101	so	P	O
	it	O	O
	seems	V	O
	that	P	O
	if	P	O
	i	O	O
	take	V	O
	#venlafaxine	N	O
	in	P	O
	am	N	O
	i	O	O
	am	V	O
	drowsy	A	B-ADR
	all	D	O
	day	N	O
	.	,	O
	if	P	O
	i	O	O
	take	V	O
	in	T	O
	pm	N	O
	i	O	O
	don�t	V	B-ADR
	sleep	V	I-ADR
	well	R	I-ADR
	.	,	O
	go	V	O
	figure	V	O
	.	,	O
	#day14	#	O
	0	0	O
Sentence: 102	feel	V	B-ADR
	crap	N	I-ADR
	every	D	I-ADR
	morning	N	I-ADR
	.	,	O
	wake	V	O
	up	T	O
	after	P	O
	another	D	O
	restless	A	B-ADR
	night	N	I-ADR
	and	&	O
	just	R	O
	want	V	O
	to	P	O
	cry	V	O
	.	,	O
	#venlafaxine	#	O
	#day16	#	O
	0	0	O
Sentence: 103	i	O	O
	low	A	O
	carb	N	O
	but	&	O
	have	V	O
	just	R	O
	eaten	V	O
	my	D	O
	body	N	O
	weight	N	O
	in	P	O
	freakin	A	O
	carbs	N	O
	!	,	O
	i	O	O
	only	R	O
	hope	V	O
	the	D	O
	carb	N	B-ADR
	cravings	N	I-ADR
	are	V	O
	because	P	O
	i�m	L	O
	coming	V	O
	off	T	O
	the	D	O
	#venlafaxine	^	O
	0	0	O
Sentence: 104	@raj1410	@	O
	i'm	L	O
	now	R	O
	on	P	O
	venlafaxine	P	O
	my	D	O
	main	A	O
	issue	N	O
	is	V	O
	the	D	O
	cataplexy	N	O
	haha	!	O
	just	R	O
	ask	V	O
	@hannahrogerson	@	O
	this	O	O
	is	V	O
	the	D	O
	third	A	O
	i've	L	O
	tried	V	O
	.	,	O
	what	O	O
	are	V	O
	you	O	O
	on	P	O
	?	,	O
	0	0	O
Sentence: 105	dreamt	V	B-ADR
	i	O	O
	was	V	O
	squirting	V	O
	acid	N	O
	at	P	O
	wood	^	O
	lice	N	O
	-	,	O
	i	O	O
	woke	V	O
	screaming	V	O
	when	R	O
	they	O	O
	came	V	O
	at	P	O
	me	O	O
	.	,	O
	i	O	O
	do	V	O
	hope	V	O
	the	D	O
	dreams	N	B-ADR
	are	V	O
	the	D	O
	#venlafaxine	^	O
	withdrawal	N	B-ADR
	.	,	O
	0	0	O
Sentence: 106	@zombie_girl_2	@	O
	i	O	O
	tried	V	O
	that	O	O
	going	V	O
	cold	A	O
	turkey	N	O
	on	P	O
	venlafaxine	^	O
	and	&	O
	depakote	^	O
	is	V	O
	not	R	O
	a	D	O
	good	A	O
	idea	N	O
	i	O	O
	dreamt	V	B-ADR
	colours	N	I-ADR
	and	&	O
	lost	V	B-ADR
	my	D	I-ADR
	fucking	A	I-ADR
	mind	N	I-ADR
	aghh	!	O
	!	,	O
	0	0	O
Sentence: 107	high	A	O
	off	P	O
	tramadol	N	O
	and	&	O
	venlafaxine	V	O
	in	P	O
	school	N	O
	omg	!	O
	help	V	O
	i'm	L	O
	falling	V	B-ADR
	asleep	R	I-ADR
	here	R	O
	0	0	O
Sentence: 108	i've	L	O
	had	V	O
	a	D	O
	lovely	A	O
	,	,	O
	relaxing	A	O
	day	N	O
	,	,	O
	but	&	O
	end	V	O
	it	O	O
	weighed	V	O
	down	T	O
	by	P	O
	nonspecific	A	O
	foreboding	N	O
	and	&	O
	crushing	V	O
	sense	N	O
	of	P	O
	guilt	N	O
	#depression	#	O
	#venlafaxine	#	O
	0	0	O
Sentence: 109	holy	A	O
	shit	N	O
	no	R	O
	more	A	O
	xanax	N	O
	or	&	O
	risperidone	N	O
	.	,	O
	i	O	O
	will	V	O
	have	V	O
	withdrawals	N	O
	.	,	O
	still	R	O
	on	P	O
	viibryd	^	O
	but	&	O
	it's	L	O
	next	A	O
	.	,	O
	it	O	O
	makes	V	O
	me	O	O
	the	D	O
	sickest	N	B-ADR
	.	,	O
	0	0	O
Sentence: 110	@mvrcivl	@	O
	vyvanse	N	O
	got	V	O
	me	O	O
	up	T	O
	like	P	O
	zombies.	N	B-ADR
	.	,	O
	xan's	G	O
	put	V	O
	me	O	O
	down	R	O
	,	,	O
	them	D	O
	bitches	N	O
	call	V	O
	me	O	O
	romney.	^	O
	.	,	O
	the	D	O
	way	N	O
	i	O	O
	steady	A	O
	clown	N	O
	#txfreestyle	#	O
	#barrdout	#	O
	0	0	O
Sentence: 111	@jordantaylor068	@	O
	yeah	!	O
	,	,	O
	i'm	L	O
	on	P	O
	vyvanse	^	O
	and	&	O
	sometimes	R	O
	i	O	O
	have	V	O
	to	P	O
	be	V	O
	reminded	V	O
	to	P	O
	eat	V	B-ADR
	because	P	I-ADR
	i	O	I-ADR
	just	R	I-ADR
	forget	V	I-ADR
	.	,	O
	0	0	O
Sentence: 112	vyvanse	^	O
	make	V	O
	me	O	O
	so	R	O
	hyper	A	B-ADR
	and	&	O
	creative	A	O
	and	&	O
	i	O	O
	think	V	O
	of	P	O
	so	R	O
	many	A	O
	tweets	N	O
	0	0	O
Sentence: 113	vyvanse	^	O
	=	,	O
	5	$	O
	lines	N	O
	of	P	O
	coke	N	O
	.	,	O
	can't	V	B-ADR
	.	,	I-ADR
	stop	V	I-ADR
	.	,	I-ADR
	moving	V	I-ADR
	.	,	O
	0	0	O
Sentence: 114	@guccigreenery	@	O
	i	O	O
	felt	V	B-ADR
	drugged	V	I-ADR
	on	P	O
	ritalin	N	O
	.	,	O
	i	O	O
	love	V	O
	vyvanse	^	O
	.	,	O
	i	O	O
	can't	V	O
	tell	V	O
	i'm	L	O
	on	P	O
	it	O	O
	except	V	O
	for	P	O
	feeling	V	O
	better	R	O
	and	&	O
	calmer	A	O
	and	&	O
	more	R	O
	structured	A	O
	0	0	O
Sentence: 115	when	R	O
	im	L	O
	tweaked	V	O
	off	T	O
	vyvanse	N	O
	i	O	O
	cant	V	O
	go	V	O
	into	P	O
	my	D	O
	room...cuse	N	O
	if	P	O
	i	O	O
	look	V	O
	at	P	O
	my	D	O
	shoes	N	O
	ill	L	O
	lose	V	B-ADR
	focus	N	I-ADR
	of	P	O
	everything	N	O
	and	&	O
	just	R	O
	think	V	O
	bout	P	O
	them	O	O
	0	0	O
Sentence: 116	the	D	O
	come	V	B-ADR
	down	T	I-ADR
	on	P	O
	vyvanse	^	O
	kicks	V	O
	my	D	O
	ass	N	O
	every	D	O
	time	N	O
	0	0	O
