Sentence #	Word	POS	NPOS	Tag	
	that	O	DT	O
	for	P	IN	O
	now.	R	NN	O
	0	0	0	O
Sentence: 394	#herchat	#	RB	O
	drs	N	NN	O
	had	V	VBD	O
	me	O	PRP	O
	on	P	IN	O
	multiple	A	JJ	O
	painkillers.	N	NN	O
	almost	R	RB	O
	killed	V	VBD	O
	me.	O	JJ	O
	bextra	P	JJ	O
	vioxx	^	NN	O
	fentanyl	^	NN	O
	relafen	^	NN	O
	.	,	.	O
	crash	V	JJ	O
	test	N	NN	O
	patient	N	NN	O
	0	0	0	O
Sentence: 395	3	$	CD	O
	year	N	NN	O
	old	A	JJ	O
	logic	N	JJ	O
	+	&	NN	O
	tamiflu	N	NN	O
	rare	A	JJ	O
	side	N	NN	O
	effects	N	NNS	O
	of	P	IN	O
	hallucinations	N	NNS	O
	=	,	VBP	O
	weird	A	JJ	O
	night.	N	NN	O
	0	0	0	O
Sentence: 396	Okay	!	NNP	O
	I�m	L	NNP	O
	over	P	IN	O
	this	D	DT	O
	pain	N	NN	O
	and	&	CC	O
	the	D	DT	O
	morphine	N	NN	O
	is	V	VBZ	O
	doing	V	VBG	O
	nothing	N	NN	O
	at	P	IN	O
	this	D	DT	O
	point.	N	NN	O
	Someone	N	NNP	O
	take	V	VB	O
	this	D	DT	O
	gallbladder	N	NN	O
	out	P	RP	O
	NOWWWWWW	R	NNP	O
	0	0	0	O
Sentence: 397	@eleanorfarr1	@	JJ	O
	congrats	!	NNS	O
	on	P	IN	O
	the	D	DT	O
	enbrel	N	NN	O
	and	&	CC	O
	yeah	!	NN	O
	especially	R	RB	O
	the	D	DT	O
	first	A	JJ	O
	couple	N	NN	O
	of	P	IN	O
	times	N	NNS	O
	is	V	VBZ	O
	quite	R	RB	O
	oh	!	JJ	O
	squicky	^	JJ	O
	why	R	WRB	O
	am	V	VBP	O
	i	O	JJ	O
	doing	V	VBG	O
	this.	D	NN	O
	0	0	0	O
Sentence: 398	@rachel_irl	@	JJ	O
	@curlywurlygirly	@	RB	O
	but	&	CC	O
	diclofenac	^	NN	O
	also	R	RB	O
	has	V	VBZ	O
	more	A	JJR	O
	gastro	N	JJ	O
	issues	N	NNS	O
	-	,	:	O
	i	O	NN	O
	had	V	VBD	O
	to	P	TO	O
	give	V	VB	O
	up,	T	NN	O
	but	&	CC	O
	it	O	PRP	O
	was	V	VBD	O
	ace	R	NN	O
	with	P	IN	O
	tramadol.	A	NN	O
	0	0	0	O
Sentence: 399	@msozhild	@	JJ	O
	idk	L	NN	O
	of	P	IN	O
	any.	D	NN	O
	just	R	RB	O
	went	V	VBD	O
	from	P	IN	O
	tysabri	^	NN	O
	to	P	TO	O
	aubagio	V	VB	O
	though.	R	JJ	O
	tysabri	^	NN	O
	was	V	VBD	O
	making	V	VBG	O
	it	O	PRP	O
	so	R	RB	O
	i	O	JJ	O
	kept	V	VBD	O
	getting	V	VBG	O
	the	D	DT	O
	shingles.	N	NN	O
	doing	V	VBG	O
	ok	A	NNS	O
	on	P	IN	O
	new	A	JJ	O
	med.	N	NN	O
	0	0	0	O
Sentence: 400	I	O	PRP	O
	made	V	VBD	O
	tea	N	NN	O
	and	&	CC	O
	put	V	VB	O
	miralax	^	NN	O
	in	P	IN	O
	it	O	PRP	O
	lmao	!	VBD	O
	0	0	0	O
Sentence: 401	@connorford12	@	JJ	O
	why	R	WRB	O
	couldn't	V	NN	O
	you	O	PRP	O
	get	V	VBP	O
	addicted	V	VBN	O
	to	P	TO	O
	cialis.	V	VB	O
	then	R	RB	O
	i	O	NN	O
	could	V	MD	O
	call	V	VB	O
	you	O	PRP	O
	cialis	A	VBP	O
	connor.	N	VB	O
	adderall	N	JJ	O
	conner	^	NN	O
	doesn't	V	NN	O
	sound	V	VBD	O
	cool.	A	NN	O
	0	0	0	O
Sentence: 402	Today	N	NN	O
	was	V	VBD	O
	particularly	R	RB	O
	bad	A	JJ	O
	for	P	IN	O
	my	D	PRP$	O
	stomach.	N	NN	O
	I've	L	NNP	O
	been	V	VBN	O
	feeling	V	VBG	O
	sick	A	JJ	O
	most	R	JJS	O
	of	P	IN	O
	the	D	DT	O
	day.	N	NN	O
	I	O	PRP	O
	have	V	VBP	O
	IBS	^	VBN	O
	from	P	IN	O
	anxiety	N	NN	O
	and	&	CC	O
	insomnia	^	NN	O
	and	&	CC	O
	I	O	PRP	O
	need	V	VBP	O
	something	N	NN	O
	to	P	TO	O
	help	V	VB	O
	me.	O	VB	O
	Xanax	^	NNP	O
	has	V	VBZ	O
	worked	V	VBN	O
	for	P	IN	O
	me	O	PRP	O
	but	&	CC	O
	that	O	IN	O
	doesn't	V	VBZ	O
	seem	V	VB	O
	to	P	TO	O
	be	V	VB	O
	an	D	DT	O
	option.	N	NN	O
	0	0	0	O
Sentence: 403	i	O	NN	O
	think	V	VBP	O
	advair	A	NN	O
	makes	V	VBZ	O
	my	D	PRP$	O
	skin	N	JJ	O
	dry	A	NN	O
	0	0	0	O
Sentence: 404	@adorablcreature	@	NN	O
	on	P	IN	O
	lyrica	^	NN	O
	it	O	PRP	O
	seemed	V	VBD	O
	2	P	CD	O
	instantly	R	RB	O
	convert	V	JJ	O
	carbs	N	NN	O
	2	$	CD	O
	fat.	A	NN	O
	after	P	IN	O
	lyrica	^	JJ	O
	ah	!	JJ	O
	moment.	N	NN	O
	prepare	V	NN	O
	i've	L	NN	O
	taken	V	VBN	O
	stuff	N	VBZ	O
	out	P	RP	O
	like	P	IN	O
	bread	N	NN	O
	0	0	0	O
Sentence: 405	took	V	VBD	O
	too	R	RB	O
	much	A	JJ	O
	pregabalin	N	NN	O
	in	P	IN	O
	order	N	NN	O
	to	P	TO	O
	sleep,	V	VB	O
	but	&	CC	O
	all	D	DT	O
	that's	L	NN	O
	happened	V	VBD	O
	is	V	VBZ	O
	i'm	L	JJ	O
	spaced	V	VBN	O
	as	P	IN	O
	fuck	N	NN	O
	and	&	CC	O
	lost	V	VBD	O
	the	D	DT	O
	use	N	NN	O
	of	P	IN	O
	my	D	PRP$	O
	hands	N	NNS	O
	a	D	DT	O
	bit	N	NN	O
	0	0	0	O
Sentence: 406	enbrel	D	NN	O
	proper	A	JJ	O
	stings	N	VBZ	O
	the	D	DT	O
	little	A	JJ	O
	fucker	N	NN	O
	0	0	0	O
Sentence: 407	derek	^	NN	O
	connolly	^	RB	O
	on	P	IN	O
	statins:	N	JJ	O
	atorvastatin	V	NN	O
	can	V	MD	O
	cause	V	VB	O
	bad	A	JJ	O
	dreams,	N	NN	O
	suggest	V	VBP	O
	that	D	IN	O
	patients	N	NNS	O
	take	V	VB	O
	by	P	IN	O
	day	N	NN	O
	&amp;	N	NNP	O
	not	R	RB	O
	at	P	IN	O
	night	N	NN	O
	=	,	NN	O
	helps	V	VBZ	O
	good	A	JJ	O
	#practicepoint	#	NN	O
	0	0	0	O
Sentence: 408	The	D	DT	O
	end	N	NN	O
	of	P	IN	O
	a	D	DT	O
	very	R	RB	O
	mixed	A	JJ	O
	day	N	NN	O
	draws	V	VBZ	O
	closer.	R	RB	O
	Going	V	VBG	O
	to	P	TO	O
	try	V	VB	O
	a	D	DT	O
	morphine/tramadol	N	JJ	O
	cocktail	N	NN	O
	in	P	IN	O
	a	D	DT	O
	bit.	N	NN	O
	See	V	NNP	O
	if	P	IN	O
	that	O	DT	O
	numbs	V	VBZ	O
	the	D	DT	O
	physical	A	JJ	O
	and	&	CC	O
	mental	N	JJ	O
	pains.	N	NN	O
	0	0	0	O
Sentence: 409	the	D	DT	O
	comedown	N	NN	O
	on	P	IN	O
	adderall	N	NN	O
	is	V	VBZ	O
	so	R	RB	O
	fucking	R	JJ	O
	annoying	A	VBG	O
	😑	,	NN	O
	0	0	0	O
Sentence: 410	this	D	DT	O
	nuvaring	N	NN	O
	gives	V	VBZ	O
	me	O	PRP	O
	the	D	DT	O
	worst	A	JJS	O
	cramps	N	NNS	O
	all	D	DT	O
	month	N	NN	O
	long	A	RB	O
	😥	E	RB	O
	0	0	0	O
Sentence: 411	i	O	NN	O
	just	R	RB	O
	choked	V	VBN	O
	on	P	IN	O
	my	D	PRP$	O
	ciclesonide	N	NN	O
	and	&	CC	O
	had	V	VBD	O
	an	D	DT	O
	asthma	N	JJ	O
	attack	N	NN	O
	0	0	0	O
Sentence: 412	i	O	NN	O
	got	V	VBD	O
	miralax	^	NNS	O
	and	&	CC	O
	now	R	RB	O
	i	O	VBP	O
	have	V	VBP	O
	a	D	DT	O
	serve	N	NN	O
	headache	N	NN	O
	0	0	0	O
Sentence: 413	enbrel	D	JJ	O
	shots	N	NNS	O
	hurt.	V	VBP	O
	0	0	0	O
Sentence: 414	@chrisshaw65	@	JJ	O
	hi	!	NN	O
	chris,	^	NN	O
	try	V	NN	O
	diclofenac	^	NN	O
	,30mg,	^	VBD	O
	4	$	CD	O
	times	N	NNS	O
	daily,	A	JJ	O
	best	A	RBS	O
	anti-inflammatory	N	JJ	O
	gives	V	VBZ	O
	great	A	JJ	O
	pain	N	NN	O
	relief,	N	NN	O
	but	&	CC	O
	you	O	PRP	O
	need	V	VBP	O
	to	P	TO	O
	take	V	VB	O
	omeprazole	T	NN	O
	0	0	0	O
Sentence: 415	@ritchie7188	@	NN	O
	yea	!	VBZ	O
	the	D	DT	O
	humira	^	NN	O
	should	V	MD	O
	definitely	R	RB	O
	help,	V	VB	O
	that	O	DT	O
	or	&	CC	O
	remicade!	N	VB	O
	just	R	RB	O
	let	V	VB	O
	her	O	PRP	O
	know	V	VB	O
	the	D	DT	O
	shot	N	NN	O
	itself	O	PRP	O
	doesn't	V	JJ	O
	hurt	V	VBN	O
	but	&	CC	O
	the	D	DT	O
	fluid	N	NN	O
	burns	N	NNS	O
	0	0	0	O
Sentence: 416	@Tristessette	@	NN	O
	Xanax	^	NNP	O
	and	&	CC	O
	a	D	DT	O
	Beer	N	NNP	O
	works	N	VBZ	O
	too.	R	VBP	O
	????	,	NN	O
	0	0	0	O
Sentence: 417	@uberfacts	@	NNS	O
	negative.	A	JJ	O
	rimonabant	N	NN	O
	does	V	VBZ	O
	not	R	RB	O
	cause	P	VB	O
	reverse	A	JJ	O
	effects	N	NNS	O
	of	P	IN	O
	marajuana,	N	NN	O
	instead	R	RB	O
	it	O	PRP	O
	causes	V	VBZ	O
	extreme	A	JJ	O
	depression,	N	NNS	O
	anxiety,	N	VBP	O
	joint	N	JJ	O
	pains	N	NNS	O
	etc	G	VBP	O
	0	0	0	O
Sentence: 418	who	O	WP	O
	needs	V	VBZ	O
	sleeping	V	VBG	O
	pills	N	NNS	O
	you've	L	RB	O
	just	R	RB	O
	gotta	V	VB	O
	take	V	VB	O
	2	$	CD	O
	puffs	N	NNS	O
	each	N	DT	O
	of	P	IN	O
	advair	A	NN	O
	and	&	CC	O
	ventolin	N	NN	O
	0	0	0	O
Sentence: 419	does	V	VBZ	O
	anybody	N	NN	O
	else	R	RB	O
	take	V	VB	O
	metformin	^	NN	O
	and	&	CC	O
	has	V	VBZ	O
	a	D	DT	O
	horrible	A	JJ	O
	taste	N	NN	O
	in	P	IN	O
	his	D	PRP$	O
	mouth?	N	NN	O
	0	0	0	O
Sentence: 420	@trixorcist	@	JJ	O
	yeah	!	NNS	O
	so	R	RB	O
	does	V	VBZ	O
	mine,	O	NNS	O
	but	&	CC	O
	mine	O	NN	O
	recommended	V	VBD	O
	aubagio	P	JJ	O
	bc	P	NN	O
	it	O	PRP	O
	has	V	VBZ	O
	fewer	A	JJR	O
	side	N	NN	O
	effects.	N	NN	O
	i'm	L	IN	O
	all	R	DT	O
	about	P	IN	O
	the	D	DT	O
	side	N	NN	O
	effects.namely	N	RB	O
	diarrhea	N	JJ	O
	lol	!	NN	O
	0	0	0	O
Sentence: 421	another	D	DT	O
	note	N	NN	O
	to	P	TO	O
	my	D	PRP$	O
	future	A	NN	O
	self:	N	NN	O
	diclofenac	^	NN	O
	works	V	VBZ	O
	wonders.	V	RB	O
	be	V	VB	O
	careful	A	JJ	O
	not	R	RB	O
	to	P	TO	O
	burn	V	VB	O
	your	D	PRP$	O
	arm	N	NN	O
	(you	O	NN	O
	won't	V	VBP	O
	feel	V	VB	O
	anything	N	NN	O
	anymore)	R	IN	O
	like	P	IN	O
	i	O	NN	O
	just	R	RB	O
	did.	V	NN	O
	0	0	0	O
Sentence: 422	you	O	PRP	O
	say	V	VBP	O
	i�m	L	NNS	O
	like	P	IN	O
	the	D	DT	O
	ice	N	NN	O
	i	O	NN	O
	freeze,	V	VBP	O
	i�m	L	NN	O
	churning	V	VBG	O
	out	T	RP	O
	novels	N	NNS	O
	like	P	IN	O
	beat	V	NN	O
	poetry	N	NN	O
	on	P	IN	O
	amphetamines.	N	NN	O
	0	0	0	O
Sentence: 423	#rheum	#	NN	O
	mates	N	VBZ	O
	anyone	N	NN	O
	have	V	VBP	O
	a	D	DT	O
	delayed	A	JJ	O
	(2days)reaction	N	NN	O
	of	P	IN	O
	hives	N	NNS	O
	in	P	IN	O
	response	N	NN	O
	to	P	TO	O
	enbrel	V	VB	O
	after	P	IN	O
	taking	V	VBG	O
	it	O	PRP	O
	for	P	IN	O
	awhile?	R	NN	O
	and	&	CC	O
	not	R	RB	O
	at	P	IN	O
	the	D	DT	O
	injection	N	NN	O
	site	N	NN	O
	0	0	0	O
Sentence: 424	@rachel_irl	@	RB	O
	@curlywurlygirly	@	JJ	O
	amitriptyline	^	NN	O
	is	V	VBZ	O
	great	A	JJ	O
	at	P	IN	O
	night,	N	RB	O
	but	&	CC	O
	it	O	PRP	O
	knocked	V	VBD	O
	me	O	PRP	O
	out	T	RP	O
	too	R	RB	O
	much.	A	JJ	O
	diclofenac	N	NN	O
	is	V	VBZ	O
	a	D	DT	O
	bit	N	RB	O
	stronger	A	JJR	O
	than	P	IN	O
	naproxen	N	NN	O
	0	0	0	O
Sentence: 425	some	D	DT	O
	people	N	NNS	O
	take	V	VBP	O
	too	R	RB	O
	much	A	JJ	O
	synthroid	N	NN	O
	and	&	CC	O
	lose	V	VB	O
	a	D	DT	O
	bunch	N	NN	O
	of	P	IN	O
	weight.	N	NN	O
	i	O	NN	O
	feel	V	VBP	O
	like	P	IN	O
	chewed-tobacco-for-the-first-time-sober	V	NN	O
	high/sick.	A	NN	O
	0	0	0	O
Sentence: 426	Now	R	RB	O
	Watching:	V	NNP	O
	1983	$	CD	O
	War	N	NNP	O
	Games.	N	NNP	O
	I'm	L	NNP	O
	nerding	V	VBG	O
	out	T	RP	O
	so	R	RB	O
	much	R	JJ	O
	I'll	L	NNP	O
	need	V	NN	O
	Valium.	N	NNP	O
	0	0	0	O
Sentence: 427	@alieshiacbt	@	NN	O
	for	P	IN	O
	the	D	DT	O
	first	A	JJ	O
	time	N	NN	O
	in	P	IN	O
	ages	N	NNS	O
	my	D	PRP$	O
	testing	N	VBG	O
	pulse	N	JJ	O
	rate	N	NN	O
	isn't	V	NN	O
	that	D	IN	O
	level.	N	FW	O
	mine	O	NN	O
	was	V	VBD	O
	anxiety	N	NN	O
	but	&	CC	O
	pregabalin	N	JJ	O
	increase	V	NN	O
	last	A	JJ	O
	fri	N	NN	O
	has	V	VBZ	O
	really	R	RB	O
	0	0	0	O
Sentence: 428	-	,	:	O
	severe	A	JJ	O
	depression	N	NN	O
	induced	V	VBN	O
	by	P	IN	O
	rimonabant	^	NN	O
	is	V	VBZ	O
	described	V	VBN	O
	as	P	IN	O
	frequent;	A	NN	O
	this	O	DT	O
	isn't	V	VBZ	O
	a	D	DT	O
	one	$	CD	O
	time	N	NN	O
	event	N	NN	O
	0	0	0	O
Sentence: 429	@chef_boyarSteve	@	NNS	O
	Take	V	VBP	O
	some	D	DT	O
	Lipitor	N	NNP	O
	first	A	JJ	O
	??	,	NN	O
	0	0	0	O
Sentence: 430	remember	V	VB	O
	2003.	$	CD	O
	vioxx	N	NN	O
	costs	N	NNS	O
	$65m	$	VBP	O
	to	P	TO	O
	ontario	^	VB	O
	drug	N	NN	O
	benefit:	N	NN	O
	50x	R	CD	O
	more	A	JJR	O
	than	P	IN	O
	ibuprofen,	N	VB	O
	slightly	R	RB	O
	more	R	RBR	O
	effective	A	JJ	O
	and	&	CC	O
	was	V	VBD	O
	linked	V	VBN	O
	to	P	TO	O
	heart	V	NN	O
	attacks!	V	NN	O
	0	0	0	O
Sentence: 431	but	&	CC	O
	yeah,	!	PRP	O
	that	O	IN	O
	geodon	V	VBZ	O
	totally	R	RB	O
	fucked	V	VBN	O
	me	O	PRP	O
	up	T	IN	O
	and	&	CC	O
	i	O	VB	O
	became	V	VBD	O
	a	D	DT	O
	pain	N	NN	O
	as	P	IN	O
	a	D	DT	O
	result.	N	NN	O
	a	D	DT	O
	whiny	A	JJ	O
	pain	N	NN	O
	i'll	L	JJ	O
	add	V	NN	O
	but	&	CC	O
	it	O	PRP	O
	was	V	VBD	O
	also	R	RB	O
	druggies	N	NNS	O
	and	&	CC	O
	some	D	DT	O
	white	A	JJ	O
	0	0	0	O
Sentence: 432	metformin	^	NN	O
	is	V	VBZ	O
	the	D	DT	O
	worst	A	JJS	O
	medication	N	NN	O
	ever.	R	NN	O
	makes	V	VBZ	O
	your	D	PRP$	O
	mouth	N	JJ	O
	taste	V	NN	O
	like	P	IN	O
	iron	N	NN	O
	😔	E	NN	O
	0	0	0	O
Sentence: 433	@matthew_d_green	@	JJ	O
	@Mangan150	@	NNP	O
	Again.	R	NNP	O
	The	D	DT	O
	piece	N	NN	O
	we	O	PRP	O
	are	V	VBP	O
	commenting	V	VBG	O
	is	V	VBZ	O
	from	P	IN	O
	2009.	$	CD	O
	Pfizer�s	^	NNP	O
	patent	N	NN	O
	for	P	IN	O
	Lipitor	N	NNP	O
	(atorvastatin)	N	NNP	O
	expired	V	VBD	O
	in	P	IN	O
	2011.	$	CD	O
	Run	V	NNP	O
	the	D	DT	O
	numbers	N	NNS	O
	of	P	IN	O
	2	$	CD	O
	years	N	NNS	O
	of	P	IN	O
	sales	N	NNS	O
	of	P	IN	O
	a	D	DT	O
	stating	N	VBG	O
	under	P	IN	O
	patent	N	NN	O
	and	&	CC	O
	tell	V	VB	O
	me	O	PRP	O
	it	O	PRP	O
	is	V	VBZ	O
	not	R	RB	O
	worth	V	JJ	O
	at	P	IN	O
	least	A	JJS	O
	hundreds	N	NNS	O
	of	P	IN	O
	$	G	$	O
	millions.	N	NNS	O
	0	0	0	O
Sentence: 434	You're	L	NNP	O
	thinking	V	NN	O
	of	P	IN	O
	adderall	N	NN	O
	0	0	0	O
Sentence: 435	please	V	NN	O
	know	V	VB	O
	what	O	WP	O
	u	O	JJ	O
	are	V	VBP	O
	taking:	V	JJ	O
	warnings	N	NNS	O
	out	P	RP	O
	today	N	NN	O
	about	P	IN	O
	weight	N	JJ	O
	loss	N	NN	O
	supplements	N	NNS	O
	causing	V	VBG	O
	serious	A	JJ	O
	side	N	NN	O
	effects	N	NNS	O
	containing	V	VBG	O
	sibutramine	^	NN	O
	(merida)	^	NN	O
	0	0	0	O
Sentence: 436	@stingo100	@	NN	O
	you	O	PRP	O
	also.	R	VBP	O
	feeling	V	VBG	O
	better	R	JJR	O
	here	R	RB	O
	for	P	IN	O
	sure.	A	VBG	O
	the	D	DT	O
	damn	A	NN	O
	symbicort	N	NN	O
	inhaler	N	NN	O
	caused	V	VBD	O
	all	D	PDT	O
	this	D	DT	O
	shit	N	JJ	O
	&amp;	N	NNP	O
	seizure.	N	NN	O
	#baddrugs	#	NNS	O
	by	P	IN	O
	#pharma	#	NNP	O
	smdh!	G	NN	O
	0	0	0	O
Sentence: 437	@keitholbermann	@	NN	O
	just	R	RB	O
	wait	V	NN	O
	for	P	IN	O
	the	D	DT	O
	weight	N	NN	O
	gain	V	NN	O
	to	P	TO	O
	set	V	VB	O
	in.	P	NN	O
	i	O	NN	O
	was	V	VBD	O
	on	P	IN	O
	lyrica	^	NN	O
	for	P	IN	O
	about	P	IN	O
	a	D	DT	O
	year.	N	NN	O
	didn't	V	NN	O
	change	V	VB	O
	my	D	PRP$	O
	routine.	N	NN	O
	gained	V	VBD	O
	about	P	RB	O
	30	$	CD	O
	lbs	N	NNS	O
	0	0	0	O
Sentence: 438	@elisabethnicula	@	JJ	O
	morphine	N	NN	O
	is	V	VBZ	O
	on	P	IN	O
	the	D	DT	O
	Firefly	^	NNP	O
	playlist	N	NN	O
	3	$	CD	O
	times.	N	NN	O
	Another	D	DT	O
	thing	N	NN	O
	you	O	PRP	O
	might	V	MD	O
	miss	V	VB	O
	from	P	IN	O
	Noe	^	NNP	O
	Valley.	^	NNP	O
	0	0	0	O
Sentence: 439	@PixilatedParrot	@	JJ	O
	@MilosParrots	@	NNS	O
	I'm	L	NNP	O
	on	P	IN	O
	Atorvastatin	^	NNP	O
	for	P	IN	O
	High	A	NNP	O
	Cholesterol	N	NNP	O
	and	&	CC	O
	I	O	PRP	O
	am	V	VBP	O
	still	R	RB	O
	here.	R	VB	O
	0	0	0	O
Sentence: 440	bisphosphonares	^	NNS	O
	such	A	JJ	O
	as	P	IN	O
	actonel	N	NNS	O
	raise	V	VBP	O
	bone	N	JJ	O
	density	N	NN	O
	but	&	CC	O
	make	V	VB	O
	them	D	PRP	O
	brittle.	N	VB	O
	for	P	IN	O
	example	N	NN	O
	glass	N	NN	O
	is	V	VBZ	O
	dense	A	JJ	O
	but	&	CC	O
	brittle.	N	NN	O
	0	0	0	O
Sentence: 441	@Cristix_	@	NN	O
	i	O	VBZ	O
	heard	V	VBP	O
	a	D	DT	O
	kid	N	NNS	O
	say	V	VBP	O
	""Adderall's	Z	IN	O
	the	D	DT	O
	worst	A	JJS	O
	here""	R	NN	O
	under	P	IN	O
	his	D	PRP$	O
	breath	N	NN	O
	over	P	IN	O
	ppl	N	JJ	O
	talking	V	VBG	O
	but	&	CC	O
	i	O	JJ	O
	heard	V	NN	O
	it,	O	NN	O
	then	R	RB	O
	i	O	VB	O
	asked	V	VBD	O
	who	O	WP	O
	said	V	VBD	O
	that	O	DT	O
	and	&	CC	O
	he	O	PRP	O
	goes	V	VBZ	O
	""nah	!	VB	O
	its	L	PRP$	O
	all	D	DT	O
	good	A	JJ	O
	dont	N	NN	O
	trip""	V	NN	O
	LOL	!	NNP	O
	0	0	0	O
Sentence: 442	thanks	N	NNS	O
	saphris	^	VBP	O
	now	R	RB	O
	i'm	L	VBP	O
	5	$	CD	O
	pounds	N	NNS	O
	fatter	A	RBR	O
	and	&	CC	O
	counting.	V	JJ	O
	fuck	V	NN	O
	meds	N	NNS	O
	0	0	0	O
Sentence: 443	@GardenerGregthe	@	RB	O
	@frdvil	@	JJ	O
	One	$	CD	O
	day	N	NN	O
	I'll	L	NNP	O
	DM	V	NNP	O
	you	O	PRP	O
	about	P	IN	O
	my	D	PRP$	O
	morphine	N	NN	O
	dream	V	NN	O
	last	A	JJ	O
	year	N	NN	O
	????	,	VBD	O
	Mrs	^	NNP	O
	Nuts	^	NNP	O
	was	V	VBD	O
	not	R	RB	O
	impressed??	V	JJ	O
	0	0	0	O
Sentence: 444	med	N	VBN	O
	update?	N	JJ	O
	80mg	N	CD	O
	of	P	IN	O
	latuda	^	NN	O
	(which	O	NNP	O
	gives	V	VBZ	O
	me	O	PRP	O
	the	D	DT	O
	weirdest	A	JJS	O
	feeling	V	VBG	O
	an	D	DT	O
	hour	N	NN	O
	after	P	IN	O
	taking	V	VBG	O
	it)	O	JJ	O
	&amp;	N	NNP	O
	.5	$	NNP	O
	mg	N	NN	O
	of	P	IN	O
	clonazepam.	N	NN	O
	he	O	PRP	O
	won't	V	VBD	O
	give	V	VB	O
	me	O	PRP	O
	more	R	JJR	O
	:(	E	NNS	O
	0	0	0	O
Sentence: 445	@realFFK	@	NN	O
	Just	R	NNP	O
	wondering	V	NN	O
	why	R	WRB	O
	the	D	DT	O
	ban	N	NN	O
	on	P	IN	O
	Codeine	^	NNP	O
	and	&	CC	O
	Tramadol	^	NNP	O
	has	V	VBZ	O
	not	R	RB	O
	taken	V	VBN	O
	effect	V	NN	O
	yet.	R	NN	O
	NAFDAC	^	NNP	O
	why???	R	NN	O
	0	0	0	O
Sentence: 446	damn	!	NN	O
	u	O	JJ	O
	tysabri	^	NN	O
	and	&	CC	O
	the	D	DT	O
	5	$	CD	O
	day	N	NN	O
	migraine	V	VB	O
	u	O	JJ	O
	come	V	NN	O
	with....	P	NN	O
	#gottakillmetosaveme	#	NN	O
	:s	E	NN	O
	0	0	0	O
Sentence: 447	oxycodone	N	NN	O
	really	R	RB	O
	messes	V	VBZ	O
	you	O	PRP	O
	up	T	RP	O
	😂	,	NNS	O
	0	0	0	O
Sentence: 448	oh	!	NN	O
	and	&	CC	O
	advair	A	NN	O
	can	V	MD	O
	caused	V	VB	O
	flushed	V	JJ	O
	skin	N	NN	O
	too	R	RB	O
	maybe	R	RB	O
	that's	L	JJ	O
	why	R	WRB	O
	my	D	PRP$	O
	cheeks	N	NN	O
	randomly	R	RB	O
	get	V	VB	O
	red	A	JJ	O
	and	&	CC	O
	hot	A	JJ	O
	0	0	0	O
Sentence: 449	getting	V	VBG	O
	real	A	JJ	O
	tired	A	VBN	O
	of	P	IN	O
	ugly	A	RB	O
	bumps	N	NNS	O
	on	P	IN	O
	my	D	PRP$	O
	thighs	N	NNS	O
	from	P	IN	O
	enbrel	D	JJ	O
	injections	N	NNS	O
	#arthritisprobs	#	VBP	O
	0	0	0	O
Sentence: 450	started	V	VBN	O
	taking	V	VBG	O
	metformin	^	NN	O
	and	&	CC	O
	been	V	VBN	O
	throwing	V	VBG	O
	up	T	RP	O
	constantly	R	RB	O
	😷😟	,	IN	O
	0	0	0	O
Sentence: 451	@bkcrICEsactor	@	NN	O
	Hi	!	NNP	O
	yeah	!	NN	O
	can	V	MD	O
	I	O	PRP	O
	get	V	VB	O
	a	D	DT	O
	uhhhh	N	JJ	O
	[reads	V	NNS	O
	menu]	N	VBP	O
	um	!	JJ	O
	do	V	VBP	O
	you	O	PRP	O
	have	V	VB	O
	anything	N	NN	O
	that's	L	JJ	O
	not	R	RB	O
	liquid	A	JJ	O
	methamphetamine	N	NN	O
	0	0	0	O
Sentence: 452	i	O	NN	O
	stopped	V	VBD	O
	one	$	CD	O
	pill	N	NN	O
	and	&	CC	O
	everything	N	NN	O
	is	V	VBZ	O
	cool	A	JJ	O
	except	P	IN	O
	i	O	NN	O
	still	R	RB	O
	am	V	VBP	O
	shaky	A	JJ	O
	and	&	CC	O
	i'm	L	JJ	O
	taking	V	VBG	O
	lunesta	N	NN	O
	but	&	CC	O
	i	O	JJ	O
	keep	V	VBP	O
	sleeping	V	VBG	O
	0	0	0	O
Sentence: 453	episode	N	NN	O
	eight.	$	VBZ	O
	1.	$	CD	O
	Brooke	^	NNP	O
	(=)2.	$	NNP	O
	Teairra	^	NNP	O
	(+6)	$	NNP	O
	*new	A	NNP	O
	peak*3.	N	NN	O
	Moniece	^	NNP	O
	(re)	^	NNP	O
	*new	A	NNP	O
	peak*4.	N	NN	O
	A1	G	NNP	O
	(+7)	$	NNP	O
	*new	A	NNP	O
	peak*5.	A	NN	O
	Nikki	^	NNP	O
	(+7)	$	NNP	O
	*new	A	NNP	O
	peak*6.	A	JJ	O
	Paris	^	NNP	O
	(-3)	$	JJ	O
	7.	$	CD	O
	Akbar	^	NNP	O
	(+6)	$	NNP	O
	*np*	N	VBD	O
	8.	$	CD	O
	Lucci	^	NNP	O
	(re)	^	VBD	O
	9.	$	CD	O
	Marcus	^	NNP	O
	(re)	^	VBD	O
	10.	$	CD	O
	La'Britney	^	NNP	O
	(re)	N	$	O
	11.	$	CD	O
	Ray	^	NNP	O
	J	^	NNP	O
	(-7)	$	JJ	O
	12.	$	CD	O
	Safaree	^	NNP	O
	(-6)	$	JJ	O
	13.	$	CD	O
	Lyrica	^	NNP	O
